XID,Project Name,City,Magicbricks.com Link
r437012,Mana Cresta,Bangalore South,https://www.magicbricks.com/propertyDetails/3-BHK-1586-Sq-ft-Multistorey-Apartment-FOR-Sale-Someshwara-Layout-in-Bangalore&id=4d423736383936333635
r397783,Lodha Bellevue Tower 3,South Mumbai,Not Found
r347175,Sri Krishna Vilas,Varanasi,https://www.magicbricks.com/sri-krishna-vilas-by-shreemaa-infrarealty-pvt.-ltd.-lahartara-varanasi-pdpid-4d4235323439333333
r413888,Kedia Umang,Jaipur,https://www.magicbricks.com/kedias-umang-sirsi-road-jaipur-pdpid-4d4235343136363331
r421347,BCM Panache,Indore,Not Found
r380922,Silpas Kalpavriksha,Hyderabad,https://www.magicbricks.com/shanta-silpas-kalpavriksha-bahadurpally-hyderabad-pdpid-4d4235333234343239
r402610,M3M Antalya Hills,Gurgaon,https://www.magicbricks.com/m3m-antalya-hills-phase-i-sector-79-gurgaon-pdpid-4d4235333930323531
r415717,Bhoo Aabharana,Bangalore North,https://www.magicbricks.com/project-bhoo-aabharana-for-sale-in-bangalore-pppfs
r7182,DLF The Ultima,Gurgaon,https://www.magicbricks.com/project-dlf-the-ultima-for-sale-in-gurgaon-pppfs
r1676,SVP Gulmohur Garden,Ghaziabad,https://www.magicbricks.com/svp-gulmohur-garden-raj-nagar-extension-ghaziabad-pdpid-4d4235303030313632
r5360,BPTP Terra,Gurgaon,https://www.magicbricks.com/bptp-terra-sector-37d-gurgaon-pdpid-4d4235303233313832
r410629,Kalim Zeus,Kolkata South,Not Found
r408338,Rameshwar Sky,Ahmedabad South,Not Found
r415811,Orbit Tarang,Kolkata North,https://www.magicbricks.com/project-orbit-tarang-for-sale-in-kolkata-pppfs
r434535,Concorde Neo,Bangalore North,Not Found
r24550,Panchsheel Wellington,Ghaziabad,https://www.magicbricks.com/panchsheel-wellington-crossings-republik-ghaziabad-pdpid-4d4235303139383131
r337611,Unitevision Kissan Green Paradise,Lucknow,https://www.magicbricks.com/unitevision-kissan-green-paradise-kishan-path-lucknow-pdpid-4d4235313235393433
r345171,Raj Enclave,North Goa,https://www.magicbricks.com/raj-enclave-mapusa-goa-pdpid-4d4235313433363737
r376821,ATS Kingston Heath,Noida,https://www.magicbricks.com/ats-kingston-heath-sector-150-noida-pdpid-4d4235323532363433
r437325,Sattva Forest Ridge,Bangalore South,https://www.magicbricks.com/sattva-forest-ridge-jp-nagar-9th-phase-bangalore-pdpid-4d4235343236313533
r407624,India Bhoomi,South Delhi,Not Found
r354172,Shapoorji Joyville Sensorium,Pune West,Not Found
r419159,JB Polaris,Bhubaneswar,https://www.magicbricks.com/jb-polaris-tamando-bhubaneswar-pdpid-4d4235343137393735
r171423,Springville Greens,Bhubaneswar,https://www.magicbricks.com/springville-greens-llp-phase-ii-tamando-bhubaneswar-pdpid-4d4235323636333239
r397841,DTC Capital City,Kolkata East,https://www.magicbricks.com/project-dtc-capital-city-4bhk-for-sale-in-kolkata-pppfs
r413683,Honer Signatis,Hyderabad,https://www.magicbricks.com/honer-signatis-kukatpally-hyderabad-pdpid-4d4235343136363637
r396991,Bindal Homes,Faridabad,Not Found
r285635,Auriga 9,Western Mumbai,Not Found
r344889,Gulshan Dynasty,Noida,https://www.magicbricks.com/project-gulshan-dynasty-for-rent-in-noida-pppfr
r372710,Solitaire Vista,Ahmedabad North,https://www.magicbricks.com/project-anmol-solitaire-vista-for-sale-in-ahmedabad-pppfs
r408083,Skyscraper Astha,Kolkata East,https://www.magicbricks.com/project-skyscraper-astha-2bhk-for-sale-in-kolkata-pppfs
R153,KLJ Greens,Faridabad,https://www.magicbricks.com/klj-greens-sector-77-faridabad-pdpid-4d4235303238383537
R216,Amit Bloomfield,Pune West,https://www.magicbricks.com/amits-bloomfield-phase-lll-j-and-k-building-ambegaon-pune-pdpid-4d4235303233393030
R472,Kalpataru Serenity,Pune East,Not Found
R766,K Raheja Vivarea,Bangalore South,https://www.magicbricks.com/raheja-vivarea-koramangala-bangalore-pdpid-4d4235303037373232
R1020,Rivali Park,Western Mumbai,https://www.magicbricks.com/rivali-park-borivali-east-mumbai-pdpid-4d4235303232333030
R1051,Kumar Pebble Park,Pune East,Not Found
R1184,Rumah Bali,Thane,https://www.magicbricks.com/puraniks-rumah-bali-ghodbunder-road-thane-pdpid-4d4235303731303935
R1239,BPTP Parklands Pride,Faridabad,https://www.magicbricks.com/bptp-pride-sector-77-faridabad-pdpid-4d4235313138383435
R1322,Tata The Promont,Bangalore South,Not Found
R2046,Siddha Galaxia,Kolkata East,Not Found
R3318,Mapsko Mount Ville,Gurgaon,https://www.magicbricks.com/mapsko-mount-ville-sector-79-gurgaon-pdpid-4d4235303238323130
R4234,Anshul Ela,Pune North,https://www.magicbricks.com/anshul-ela-moshi-pune-pdpid-4d4235303233373735
R4384,TVH Vista Heights,Coimbatore,Not Found
R5126,Sterling Villa Grande,Bangalore East,https://www.magicbricks.com/sterling-villa-grande-whitefield-bangalore-pdpid-4d4235303037303232
R4356,JLPL Falcon View,Mohali,Not Found
R4700,Lodha Bella Vita,Pune South,Not Found
R5660,Wave Estate,Mohali,Not Found
R6542,Happy Home Jade Gardens,Central Mumbai,Not Found
R6936,Sheth Vasant Lawns,Thane,https://www.magicbricks.com/sheth-vasant-lawns-majiwada-thane-pdpid-4d4235303337373635
R7036,Regency Sarvam,Thane Outskirts,Not Found
r437296,Janak Tower,Nasik,Not Found
r58272,Omaxe The Lake,Chandigarh,https://www.magicbricks.com/project-omaxe-the-lake-for-sale-in-chandigarh-pppfs
r414538,ASBL Loft,Hyderabad,https://www.magicbricks.com/asbl-loft-puppalaguda-hyderabad-pdpid-4d4235343136373935
r426929,Green Edge Signature,Bangalore East,https://www.magicbricks.com/green-edge-signature-varthur-bangalore-pdpid-4d4235343232323731
r428040,Myhna Orchid,Bangalore East,https://www.magicbricks.com/project-myhna-orchid-for-sale-in-bangalore-pppfs
r434130,Ruparel Urbana,Central Mumbai,Not Found
r396799,Keya Around The Life,Bangalore East,https://www.magicbricks.com/keya-around-the-life-whitefield-bangalore-pdpid-4d4235333334313831
r403476,Codename 25 Hour Life,Thane,Not Found
r422122,Shubhams Horizon Park,Kota,Not Found
r406774,Sai Garden Square,Bangalore South,Not Found
r435870,RK Vaishnavi Icon,Navi Mumbai,https://www.magicbricks.com/rk-vaishnavi-hill-view-karanjade-navi-mumbai-pdpid-4d4235313630343733
r423843,Shree Venkatesh Laurel,Pune Central,https://www.magicbricks.com/shree-venkatesh-laurel-shivajinagar-pune-pdpid-4d4235343139393639
r406892,Nirala Trio,Greater Noida,https://www.magicbricks.com/nirala-trio-sector-2-greater-noida-pdpid-4d4235343138363637
r431064,Forest Hills at The Prestige City,Central Mumbai,Not Found
r5518,Magnolias Neelkanth Greens,Thane,https://www.magicbricks.com/neelkanth-magnolias-neelkanth-greens-manpada-thane-west-thane-pdpid-4d4235303235343137
r382144,Lodha Codename Premier,Thane Outskirts,https://www.magicbricks.com/lodha-codename-premier-dombivli-east-beyond-thane-pdpid-4d4235333139353333
r422247,Winsome Icon,Patna,https://www.magicbricks.com/winsome-icon-danapur-patna-pdpid-4d4235343232373037
r428106,Rishi Ventoso Phase 2,Kolkata North,https://www.magicbricks.com/rishi-ventoso-phase-2-madhyam-gram-kolkata-pdpid-4d4235343230383739
r411351,Krishna Bai Residency,Hyderabad,https://www.magicbricks.com/krishna-bai-residency-boduppal-hyderabad-pdpid-4d4235333836303333
r429184,Nava Vajra,Bangalore East,https://www.magicbricks.com/project-nava-vajra-for-sale-in-bangalore-pppfs
r423236,Prestige Somerville,Bangalore East,Not Found
r285221,Shalimar One World Belvedere Court,Lucknow,https://www.magicbricks.com/project-shalimar-oneworld-belvedere-court-for-sale-in-lucknow-pppfs
r1350,Puri Diplomatic Greens,Gurgaon,https://www.magicbricks.com/puri-diplomatic-greens-sector-111-gurgaon-pdpid-4d4235303139333432
r275013,PC Amansara,Bangalore North,https://www.magicbricks.com/project-plots-pc-amansara-for-sale-in-bangalore-pppfs
r418742,Abhee Celestial City,Bangalore East,https://www.magicbricks.com/abhee-celestial-city-sarjapur-road-bangalore-pdpid-4d4235343137383235
r408936,Kalpvan Apartment,Nasik,Not Found
r418104,Veer Swastik Hills,Surat,https://www.magicbricks.com/project-veer-swastik-hills-for-sale-in-surat-pppfs
r413922,Deb Parnasree Paradise,Kolkata South,https://www.magicbricks.com/radha-apartment-parnasree-pally-parnasree-kolkata-pdpid-4d4235323131313333
r423221,JRD Vistara Green Villas,Coimbatore,https://www.magicbricks.com/jrd-vistara-green-villas-kovai-pudur-coimbatore-pdpid-4d4235343139323739
r432515,Sai Green City,Coimbatore,https://www.magicbricks.com/sai-greens-city-kovilpalayam-coimbatore-pdpid-4d4235313333313735
r430177,Dhyanam Villas,Udaipur,https://www.magicbricks.com/dhyanam-villas-debari-udaipur-pdpid-4d4235343139313831
r337581,Praneeth Pranav Townsquare,Hyderabad,https://www.magicbricks.com/praneeth-pranav-town-square-bachupally-hyderabad-pdpid-4d4235313838393432
r431065,Sree Shresta Enclave,Bangalore East,https://www.magicbricks.com/KR-Puram-in-Bangalore-Overview
r385165,Sukhii Ubuntu,Hyderabad,https://www.magicbricks.com/sukhii-ubuntu-puppalaguda-hyderabad-pdpid-4d4235333236313131
r383034,GM Meena Galaxy,Kolkata North,https://www.magicbricks.com/gm-meena-galaxy-beleghata-kolkata-pdpid-4d4235333237383137
r30998,The Presidential Tower,Bangalore West,https://www.magicbricks.com/golden-gate-the-presidential-tower-yeswanthpur-bangalore-pdpid-4d4235303734323339
r419986,Millennium Falcon,Pune West,https://www.magicbricks.com/project-millennium-falcon-for-rent-in-pune-pppfr
r374132,Cybercity Westbrook,Hyderabad,https://www.magicbricks.com/cybercity-westbrook-kokapet-hyderabad-pdpid-4d4235303539333037
r430204,Casagrand Avenuepark,Chennai South,Not Found
r425233,Rai Galaxy,Thane Outskirts,Not Found
r433770,Jain Pramukh Samriddhi Towers,Hyderabad,https://www.magicbricks.com/jain-pramukh-samriddhi-towers-satamrai-hyderabad-pdpid-4d4235343234313333
r399117,Suri Homes,North Delhi,Not Found
r434964,Nakshatra North City,Aurangabad,https://www.magicbricks.com/flats-in-nakshatrawadi-aurangabad-for-sale-pppfs
r389901,CI Grand,Bhopal,https://www.magicbricks.com/ci-grand-kolar-road-bhopal-pdpid-4d4235333436383437
r402156,Design Builders The East Gate,Trichy,Not Found
r438106,Maa Harmony,Vadodara,Not Found
r427647,Kohinoor Riverdale,Pune East,Not Found
r273337,Ashiana Tarang,Bhiwadi,https://www.magicbricks.com/project-ashiana-tarang-for-sale-in-bhiwadi-pppfs
r410653,Southwind Exotica,Bardhaman,Not Found
r417585,Tulsi Darshan,Vadodara,Not Found
r412235,Symphony Proxima,Kolkata South,https://www.magicbricks.com/symphony-proxima-kamalgazi-kolkata-pdpid-4d4235343136383133
r404561,Etha Su Casa Valley,Kolkata South,https://www.magicbricks.com/su-casa-valley-rajpur-kolkata-pdpid-4d4235333932323837
r429430,ASKG Heights II,Jaipur,https://www.magicbricks.com/askg-heights-ii-mohanpura-jaipur-pdpid-4d4235343233313437
r409851,Rajparis Diamond,Chennai North,https://www.magicbricks.com/independent-house-for-sale-in-jaswant-nagar-chennai-pppfs
r377050,Benchmark Aspire,Kolkata East,https://www.magicbricks.com/project-benchmark-aspire-for-sale-in-kolkata-pppfs
r406102,Dream City,Patna,https://www.magicbricks.com/dream-city-mainpura-patna-pdpid-4d4235323231373031
r416824,Narayan Green Vistas,Vadodara,https://www.magicbricks.com/narayan-green-vistas-sama-savli-road-vadodara-pdpid-4d4235343137343133
r427773,Sancture,North Goa,Not Found
r436830,3Baan Farms,South Delhi,Not Found
r391991,Theme Imperial,Hyderabad,https://www.magicbricks.com/theme-imperial-attapur-hyderabad-pdpid-4d4235333334313337
r389235,Vajra The Royal Park,Hyderabad,https://www.magicbricks.com/vajra-the-royal-park-bowrampet-hyderabad-pdpid-4d4235333236303439
r328265,Today Global Anandam,Navi Mumbai,https://www.magicbricks.com/today-global-anandam-kharghar-navi-mumbai-pdpid-4d4235313233333037
r423234,The Gale at Godrej Park World,Pune West,https://www.magicbricks.com/project-the-gale-at-godrej-park-world-1bhk-for-sale-in-pune-pppfs
r380681,Lodha Woods,Western Mumbai,https://www.magicbricks.com/lodha-woods-kandivali-east-mumbai-pdpid-4d4235333138353331
r413125,Windsong Residences,Panchkula,https://www.magicbricks.com/project-windsong-residences-for-sale-in-panchkula-pppfs
r421461,Vanshdeep Vision 204,Jaipur,https://www.magicbricks.com/vanshdeep-vision-204-jagatpura-jaipur-pdpid-4d4235343138363537
r420375,Sri Sai Residency,Lucknow,https://www.magicbricks.com/sai-residency-faizabad-road-lucknow-pdpid-4d4235303330323630
r425773,AU The Sunflower,Ghaziabad,Not Found
r406438,Vikaans Primero,Chennai South,Not Found
r430082,Euphoria in The East,Bangalore East,https://www.magicbricks.com/euphoria-in-the-east-whitefield-bangalore-pdpid-4d4235343232353939
r407176,The Blue,Ghaziabad,https://www.magicbricks.com/t&t-the-blue-siddhartha-vihar-ghaziabad-pdpid-4d4235343138393935
r135659,North East County by Bhashyam,Hyderabad,https://www.magicbricks.com/north-east-county-rudraram-hyderabad-pdpid-4d4235303537353132
r429275,Casagrand Estilo,Chennai South,https://www.magicbricks.com/project-casagrand-estilo-3bhk-for-sale-in-chennai-pppfs
r405375,Manepally Green Grandeur,Hyderabad,https://www.magicbricks.com/project-muppas-green-grandeur-for-rent-in-hyderabad-pppfr
r425106,Ruparel Stardom,Western Mumbai,Not Found
r432183,Keya The Lake Terraces,Bangalore South,https://www.magicbricks.com/project-keya-the-lake-terraces-4bhk-for-sale-in-bangalore-pppfs
r426925,RRL Palacio,Bangalore East,https://www.magicbricks.com/project-rrl-palacio-3bhk-for-sale-in-bangalore-pppfs
r406639,Oblong Vega 4,Chennai North,https://www.magicbricks.com/oblong-polaris-mogappair-east-chennai-pdpid-4d4235343235313033
r351267,Nirmal Landmark,Hyderabad,https://www.magicbricks.com/nirmal-landmark-ramanthapur-hyderabad-pdpid-4d4235323931343635
r33782,Sattva Magnificia,Bangalore East,https://www.magicbricks.com/project-sattva-magnificia-for-rent-in-bangalore-pppfr
r436841,Navanaami Courtyard Of Life,Bangalore East,https://www.magicbricks.com/navanaami-courtyard-of-life-sarjapur-road-bangalore-pdpid-4d4235343234383237
r411999,Infinium Central 16,Coimbatore,Not Found
r418191,Joyville Celestia,Pune East,https://www.magicbricks.com/project-shapoorji-joyville-celestia-for-sale-in-pune-pppfs
r399106,Arihant One,Greater Noida,https://www.magicbricks.com/arihant-one-noida-extension-greater-noida-pdpid-4d4235333930343039
r269167,Godrej Golf Links Evoke Villas,Greater Noida,https://www.magicbricks.com/godrej-golf-links-sector-27-greater-noida-pdpid-4d4235303935343433
r384296,Viyaan Ananta,Aurangabad,Not Found
r430666,Aaradhya AG Heights 2,Jaipur,https://www.magicbricks.com/ag-heights-ii-narayanpuri-jaipur-pdpid-4d4235343233313439
r37202,TDI City Kundli,Sonipat,https://www.magicbricks.com/TDI-City-Kundli-in-Sonipat-Overview
r378890,Green Field Diamond Avenue,Coimbatore,https://www.magicbricks.com/greenfield-diamond-avenue-pattanam-coimbatore-pdpid-4d4235333333373739
r403674,Leverage Green Heights,Nagpur,https://www.magicbricks.com/leverage-green-heights-shankarpur-nagpur-pdpid-4d4235343038373333
r420678,Urban Sereno,Bhubaneswar,https://www.magicbricks.com/urban-sereno-gothapatna-bhubaneswar-pdpid-4d4235343138353735
r424433,Provident Botanico,Bangalore East,https://www.magicbricks.com/project-provident-botanico-for-sale-in-bangalore-pppfs
r431013,Uttarayan Paradise,Dhubri,Not Found
r406711,Guruchhaya Apartment,Aurangabad,Not Found
r435798,Aarna Antica,Vadodara,https://www.magicbricks.com/darshanam-antica-manjalpur-vadodara-pdpid-4d4235303730383431
r399974,Green Courtyard,Kota,Not Found
r425149,Panchnai Aura,Siliguri,https://www.magicbricks.com/sbm-aura-salbari-siliguri-pdpid-4d4235323438363535
r392746,Mahaveer Empire,Navi Mumbai,https://www.magicbricks.com/millennium-mahaveer-empire-taloja-navi-mumbai-pdpid-4d4235333333313431
r428601,Kochar Jewel,Chennai South,https://www.magicbricks.com/luxury-apartments-in-rajamanickam-nagar-chennai-pppfs
r368704,Ashtvinayak Uptown,Ahmedabad North,https://www.magicbricks.com/the-cbd-sardar-patel-ring-road-ahmedabad-pdpid-4d4235323836343637
r381250,Navins Hanging Gardens,Chennai West,https://www.magicbricks.com/project-navins-hanging-gardens-for-rent-in-chennai-pppfr
r426628,Promise of Spring,Bangalore North,Not Found
r421530,DS Max Sista Grand,Bangalore South,https://www.magicbricks.com/ds-max-sista-grand-uttarahalli-main-road-bangalore-pdpid-4d4235343138313833
r433624,Ramkamal Luxe,Chennai South,Not Found
r394754,Subham Garden,Jorhat,Not Found
r6398,Pratham Bluets,Vadodara,https://www.magicbricks.com/project-pratham-bluets-for-sale-in-vadodara-pppfs
r263555,Piramal Aranya,South Mumbai,Not Found
r433760,Nand Yashoda Highrise,Nagpur,https://www.magicbricks.com/nand-yashoda-highrrise-narsala-nagpur-pdpid-4d4235343234313239
r404397,Emzar Hightown,Nagpur,Not Found
r411543,Oshians Legend,Nagpur,https://www.magicbricks.com/project-plots-oshian-super-city-for-sale-in-nagpur-pppfs
r417017,Casagrand Palm Springs,Chennai South,https://www.magicbricks.com/project-casagrand-palm-springs-2bhk-for-sale-in-chennai-pppfs
r379578,Merlion Galaxia,Hyderabad,https://www.magicbricks.com/merlion-galaxia-pragathi-nagar-hyderabad-pdpid-4d4235333039313933
r347957,Indis Viva City,Hyderabad,https://www.magicbricks.com/indis-viva-city-kondapur-hyderabad-pdpid-4d4235313332313933
r420337,Silverpeak Panihati Pride,Kolkata North,https://www.magicbricks.com/silverpeak-panihati-pride-barrackpore-trunk-road-kolkata-pdpid-4d4235343138343333
r62235,Mahindra Luminare,Gurgaon,https://www.magicbricks.com/project-mahindra-luminare-for-rent-in-gurgaon-pppfr
r433830,Lifestyle Luxor,Coimbatore,Not Found
r418863,Pyramid Centria,Navi Mumbai,https://www.magicbricks.com/project-moreshwar-19-east-2bhk-for-sale-in-navi-mumbai-pppfs
r391340,Navi Mumbai Plots,Navi Mumbai,https://www.magicbricks.com/nri/plots-in-navi-mumbai-for-sale-pppfs
r433636,Terra Pyramid Pride Nest,Bangalore North,Not Found
r395316,Perfect Royal vistas,Kolkata South,https://www.magicbricks.com/perfect-royal-aura-rajarhat-kolkata-pdpid-4d4235343137393737
r427795,Sree Balajis Pearl,Visakhapatnam,https://www.magicbricks.com/sree-balaji-arcade-kurmannapalem-visakhapatnam-pdpid-4d4235333333323935
r409559,Nirman Vistaa,Kolkata East,https://www.magicbricks.com/nirman-greens-rajarhat-main-road-kolkata-pdpid-4d4235313033363339
r429173,Alora Woods and Himagiri Arcadia,Bangalore East,Not Found
r428204,Mansha Heritage,Sonipat,Not Found
r304899,Arocon Rainbow,Ghaziabad,https://www.magicbricks.com/project-arocon-rainbow-for-sale-in-ghaziabad-pppfs
r391879,Max Woods,Madurai,Not Found
r394298,Abhinav Pebbles Greenfields,Pune West,https://www.magicbricks.com/abhinav-pebbles-greenfield-tathawade-pune-pdpid-4d4235333332393337
r307145,Hari Ashray Nagar,Haridwar,https://www.magicbricks.com/hari-ashray-nagar-patanjali-haridwar-pdpid-4d4235313236323233
r402494,Concorde Equity,Kolar,https://www.magicbricks.com/concorde-equity-malur-kolar-pdpid-4d4235333933323133
r398215,EIPL Corner Stone,Hyderabad,https://www.magicbricks.com/eipl-cornerstone-puppalaguda-hyderabad-pdpid-4d4235333932313831
r416437,Godrej Sunrise Estate,Chennai South,Not Found
r403086,Sattva Bliss,Bangalore East,Not Found
r331957,Krisumi Waterfall Residences,Gurgaon,https://www.magicbricks.com/project-krisumi-waterfall-residences-for-sale-in-gurgaon-pppfs
r385044,Tilottama Natural City,Kolkata North,https://www.magicbricks.com/tilottama-natural-city-madhyam-gram-kolkata-pdpid-4d4235333333303735
