XID,Project Name,Location,Price Range,Price per Sqft,Project Status,Configurations,Unit Sizes,Builder,Total Number of Units,Project Size,Launch Date,Completion Date,Locality,Micro Market,USP,Builder URL,Builder Experience,Ongoing Projects,Past Projects,RERA Number,Specifications,Sports Amenities,Convenience Amenities,Safety Amenities,Environment Amenities,Leisure Amenities
r430082,Sowparnika Euphoria,"Whitefield, Bangalore",Rs46.43 Lac - 1.35 Cr,"Rs8,599 Per Sq. Ft",New Launch,"1, 2, 3 BHK",540 Sq. Ft to 1572 Sq. Ft (Saleable),Sowparnika Projects Infrastructure,1102 units,8.5 Acres,Ask for Details,Ask for Details,Whitefield,East Bangalore,"Exclusive 1-3 BHK apartments in the heart of Whitefield,Strategically located near Dabaspete Hosur Highway and Old Madras Road,Unbeatable power backup and connectivity with city amenities,Spacious units with Oil Bound Distemper walls for durability,Enjoy state-of-the-art gymnasium and convenience amenities,Luxurious 1, 2, and 3 BHK apartments with carefully planned living spaces",https://www.squareyards.com/sowparnika-projects-infrastructure-projects/4995/builder,N/A,5,12,PRM/KA/RERA/1251/310/AG/171114/000400,Master Bedroom-Walls: Oil Bound Distemper; Master Bedroom-Flooring: Vitrified Tiles; Other Bedrooms-Flooring: Vitrified Tiles; Walls: Oil Bound Distemper; Living Area-Flooring: Vitrified Tiles; Structure: RCC Frame Structure,Gymnasium; Swimming Pool; Kids' Pool; Badminton Court(s); Tennis Court(s); Squash Court; Football; Cricket; Kids' Play Areas / Sand Pits; Basketball; Yoga Areas; Jogging / Cycle Track; Table Tennis; Snooker/Pool/Billiards; Heated Swimming Pool; Golf Putting; Gazebo; Beach Volleyball,Power Backup; Treated Water Supply; Medical Facility; Day Care Center; 24*7 Water Supply; ATM's; Lift; Party Lawn,24 x 7 Security; CCTV / Video Surveillance; Fire Fighting Systems; Intercom Facility,Rain Water Harvesting; Sewage Treatment Plant; Large Green Area,Cafe / Coffee Bar; Mini Theatre; Reading Room/Library; Party Hall; Clubhouse; Amphitheater; Indoor Games; Spa; Outdoor Cafes; Senior Citizen Area
r405375,Manepally Green Grandeur,"Suchitra, Hyderabad",Rs75.94 Lac - 1.16 Cr,"Rs6,199 Per Sq. Ft",Under Construction,"2, 3 BHK",1225 Sq. Ft to 1865 Sq. Ft (Saleable),Manepally Realty And Infra,87 units,1.25 Acres,Ask for Details,Ask for Details,Suchitra,North Zone,"Near Nizamabad Road NH 44 and Medak Road for connectivity.,Prime location in Suchitra, Hyderabad, for investment.,Committed RERA project with case number P02200005742.,Enjoy luxurious amenities like gym, power backup, and 24/7 security.,Luxurious living with Vitrified Tiles flooring and Oil Bound Distemper walls.",https://www.squareyards.com/manepally-realty-and-infra-projects/20375/builder,N/A,1,N/A,REA02400000010,Master Bedroom-Walls: Oil Bound Distemper; Master Bedroom-Flooring: Vitrified Tiles; Other Bedrooms-Flooring: Vitrified Tiles; Walls: Oil Bound Distemper; Living Area-Flooring: Vitrified Tiles; Structure: RCC Frame Structure,Gymnasium; Swimming Pool; Kids' Pool; Badminton Court(s); Cricket; Kids' Play Areas / Sand Pits; Basketball; Volleyball; Yoga Areas; Jogging / Cycle Track; Gazebo,Power Backup; Treated Water Supply; Car Washing Bays; 24*7 Water Supply; Lift; Party Lawn,24 x 7 Security; CCTV / Video Surveillance; Intercom Facility,Rain Water Harvesting; Sewage Treatment Plant; Normal Park / Central Green,Cafe / Coffee Bar; Party Hall; Clubhouse; Amphitheater; Indoor Games; Senior Citizen Area
r425106,Ruparel Stardom,"Malad West, Mumbai",Rs2.25 Cr - 3.65 Cr,N/A,New Launch,"2, 3 BHK",737 Sq. Ft to 1235 Sq. Ft (Carpet),Ruparel,755 units,2.84 Acres,Ask for Details,Ask for Details,Malad West,Mumbai Western Suburbs,"Affordable luxury in Malad West with world-class amenities.,Ruparel Stardom: Your haven of wellness and convenience.,Strategically located near New Link Road and Western Express Highway.,Experience the perfect blend of style and comfort in every home.,Uplift your lifestyle with state-of-the-art gym and power backup assurance.,Discover luxury living with premium finishes and specifications.",https://www.squareyards.com/ruparel-projects/598/builder,19 Years Experience,13,29,A51800000454,Master Bedroom-Walls: Oil Bound Distemper; Master Bedroom-Flooring: Vitrified Tiles; Other Bedrooms-Flooring: Vitrified Tiles; Walls: Oil Bound Distemper; Living Area-Flooring: Vitrified Tiles; Fittings & Fixtures: Air Conditioner Fittings; Bathroom: Premium Bath Fittings; Structure: RCC Frame Structure,Gymnasium; Badminton Court(s); Tennis Court(s); Kids' Play Areas / Sand Pits; Basketball; Volleyball; Yoga Areas; Jogging / Cycle Track; Table Tennis; Snooker/Pool/Billiards,Power Backup; Treated Water Supply; 24*7 Water Supply; Lift; Party Lawn,24 x 7 Security; CCTV / Video Surveillance; Fire Fighting Systems; Intercom Facility,Rain Water Harvesting; Sewage Treatment Plant; Normal Park / Central Green,Party Hall; Clubhouse; Amphitheater; Indoor Games
r432183,Keya The Lake Terraces,"Electronic City, Bangalore",Price on Request,N/A,New Launch,"1, 2, 3 BHK",483 Sq. Ft to 1065 Sq. Ft (Carpet),Keya Homes,409 units,2.13 Acres,Ask for Details,Ask for Details,Electronic City,South Bangalore,"Exclusive lake-view apartments in Electronic City, Bangalore,Near NH 44 and NICE Peripheral Ring Road, easy connectivity,Exclusive lake-view apartments in Electronic City, Bangalore,Near NH 44 and NICE Peripheral Ring Road, easy connectivity,Ideal for families with kids, with sand pits and play areas,Power backup ensures uninterrupted living, 24/7,Vitrified flooring and oil-bound distemper walls for premium finish,Stunning views of the lake, perfect for relaxation and unwind",https://www.squareyards.com/keya-homes-projects/4732/builder,N/A,1,4,PRM/KA/RERA/1251/310/AG/171114/000400,Master Bedroom-Walls: Oil Bound Distemper; Master Bedroom-Flooring: Vitrified Tiles; Other Bedrooms-Flooring: Vitrified Tiles; Walls: Oil Bound Distemper; Living Area-Flooring: Vitrified Tiles; Structure: RCC Frame Structure,Kids' Play Areas / Sand Pits,Power Backup; Treated Water Supply; 24*7 Water Supply; Lift,24 x 7 Security,Normal Park / Central Green,Indoor Games
r426925,RRL Palacio,"S Medihalli, Bangalore",Rs70.22 Lac - 99.15 Lac,N/A,New Launch,"2, 3 BHK",1080 Sq. Ft to 1525 Sq. Ft (Saleable),RRL Builders and Developers,103 units,1.45 Acres,Ask for Details,Ask for Details,S Medihalli,South Bangalore,,https://www.squareyards.com/rrl-builders-and-developers-projects/12131/builder,N/A,1,1,PRM/KA/RERA/1251/310/AG/171114/000400,Master Bedroom-Walls: Acrylic Emulsion; Master Bedroom-Flooring: Vitrified Tiles; Other Bedrooms-Flooring: Vitrified Tiles; Walls: Acrylic Emulsion; Living Area-Flooring: Vitrified Tiles; Structure: RCC Frame Structure,Gymnasium; Swimming Pool; Kids' Pool; Badminton Court(s); Cricket; Kids' Play Areas / Sand Pits; Basketball; Volleyball; Yoga Areas; Jogging / Cycle Track; Table Tennis; Skating Rink,Power Backup; Treated Water Supply; Pet Area; 24*7 Water Supply; Separate Enrty /Exit Gates; Lift,24 x 7 Security; CCTV / Video Surveillance; Fire Fighting Systems; Intercom Facility,Normal Park / Central Green,Mini Theatre; Sauna; Amphitheater; Indoor Games; Conference Room; Luxurious Clubhouse; Senior Citizen Area
r406639,Wal Street 73,"Sector 73, Gurgaon",Rs4.60 Cr - 9.97 Cr,N/A,Ready to Move,Ask for Details,1238 Sq. Ft to 2682 Sq. Ft (Saleable),WAL Developments,33 units,2.82 Acres,Ask for Details,Ask for Details,Sector 73,Southern Peripheral Road,"Strategic location on NH 8, Sohna Road, and Southern Peripheral Road.,Regulated by GGM/627/359/2022/102 RERA for secure investment.,Premium commercial plots with unparalleled connectivity and amenities.,Spacious plots ranging from 1238 to 2682 sq. ft., ideal for various needs.,Purchase commercial plots at competitive prices with attractive investment potential.",https://www.squareyards.com/wal-developments-projects/17305/builder,N/A,1,N/A,660/2017/307,N/A,N/A,N/A,24 x 7 Security,Large Green Area,Amphitheater; Multi Brand Retail
r351267,Nirmal Landmark,"Ramanthapur, Hyderabad",Rs82.50 Lac - 1.31 Cr,"Rs7,500 Per Sq. Ft",Under Construction,"2, 3 BHK",1100 Sq. Ft to 1745 Sq. Ft (Saleable),Nirmal Shelters,55 units,0.75 Acres,Ask for Details,Ask for Details,Ramanthapur,East Zone,,https://www.squareyards.com/nirmal-shelters-projects/9169/builder,N/A,2,2,REA02400000010,Master Bedroom-Walls: Oil Bound Distemper; Master Bedroom-Flooring: Vitrified Tiles; Other Bedrooms-Flooring: Vitrified Tiles; Walls: Oil Bound Distemper; Living Area-Flooring: Vitrified Tiles; Structure: RCC Frame Structure,Gymnasium; Badminton Court(s); Tennis Court(s); Kids' Play Areas / Sand Pits; Basketball; Yoga Areas; Jogging / Cycle Track; Table Tennis,Power Backup; Treated Water Supply; 24*7 Water Supply; Separate Enrty /Exit Gates; Lift,24 x 7 Security; CCTV / Video Surveillance,Normal Park / Central Green; Solar Lighting,Party Hall; Indoor Games
r33782,Salarpuria Sattva Magnificia,"Old Madras Road, Bangalore",Rs2.08 Cr - 4.23 Cr,N/A,Ready to Move,"3, 4 BHK",2186 Sq. Ft to 4050 Sq. Ft (Saleable),Salarpuria Sattva Group,248 units,6.5 Acres,Ask for Details,Ask for Details,Old Madras Road,Central Bangalore,"Strategically located on Old Madras Road, Bangalore.,Proximity to Outer Ring Road, So easy commute.,Lavish amenities like power backup and gymnasium.,Stylish master bedrooms with plastic emulsion walls.,Luxurious master bedrooms with vitrified tile flooring.,Best investment opportunity in Sector 70A, Gurgaon.",https://www.squareyards.com/salarpuria-sattva-group-projects/4707/builder,N/A,3,90,PRM/KA/RERA/1251/310/AG/171114/000400,Master Bedroom-Walls: Plastic Emulsion; Master Bedroom-Flooring: Vitrified Tiles; Other Bedrooms-Flooring: Vitrified Tiles; Walls: Plastic Emulsion; Living Area-Flooring: Vitrified Tiles; Ceilings: False Ceiling; Structure: RCC Frame Structure,Gymnasium; Swimming Pool; Kids' Pool; Badminton Court(s); Tennis Court(s); Squash Court; Cricket; Kids' Play Areas / Sand Pits; Basketball; Volleyball; Yoga Areas; Jogging / Cycle Track; Table Tennis; Snooker/Pool/Billiards,Power Backup; PNG; Medical Facility; 24*7 Water Supply; Lift,24 x 7 Security; CCTV / Video Surveillance; Fire Fighting Systems; Intercom Facility,Rain Water Harvesting; Sewage Treatment Plant; Large Green Area,Reading Room/Library; Sauna; Party Hall; Cards Room; Clubhouse; Amphitheater; Indoor Games; Conference Room; Spa; Jacuzzi
r399106,Arihant One,"Sector 1 Greater Noida, Greater Noida",Rs2.08 Cr - 2.61 Cr,"Rs11,800 Per Sq. Ft",Under Construction,"3, 4 BHK",1760 Sq. Ft to 2210 Sq. Ft (Saleable),Arihant Buildcon,308 units,3 Acres,Ask for Details,Ask for Details,Sector 1 Greater Noida,Greater Noida West,,https://www.squareyards.com/arihant-buildcon-projects/2223/builder,N/A,3,10,UPRERAAGT10119,Master Bedroom-Walls: Acrylic Emulsion; Master Bedroom-Flooring: Vitrified Tiles; Other Bedrooms-Flooring: Vitrified Tiles; Walls: Acrylic Emulsion; Living Area-Flooring: Vitrified Tiles; Ceilings: PoP Design / Punning; Structure: RCC Frame Structure,Gymnasium; Swimming Pool; Badminton Court(s); Tennis Court(s); Football; Kids' Play Areas / Sand Pits; Basketball; Yoga Areas; Jogging / Cycle Track; Table Tennis; Snooker/Pool/Billiards,Power Backup; Restaurant; 24*7 Water Supply; Lift; Party Lawn,24 x 7 Security; CCTV / Video Surveillance; Fire Fighting Systems; Intercom Facility,Normal Park / Central Green,Cafe / Coffee Bar; Mini Theatre; Reading Room/Library; Party Hall; Cards Room; Clubhouse; Indoor Games; Conference Room
r269167,Godrej Golf Link Villas,"Sector 27 Yamuna Expressway, Greater Noida",Rs2.48 Cr - 6.48 Cr,N/A,Ready to Move,"3, 4, 5 BHK",2359 Sq. Ft to 6168 Sq. Ft (Saleable),Godrej,1158 units,100 Acres,Ask for Details,"Feb 28, 2022",Sector 27 Yamuna Expressway,Yamuna Expressway,,https://www.squareyards.com/godrej-projects/49/builder,29 Years Experience,51,160,UPRERAAGT10119,"Master Bedroom-Walls: Acrylic Emulsion; Master Bedroom-Flooring: Vitrified Tiles; Fittings & Fixtures: Wardrobes; Other Bedrooms-Flooring: Vitrified Tiles; Walls: Acrylic Emulsion; Living Area-Flooring: Vitrified Tiles; Kitchen-Equipments: Modular Kitchen, Hob, Chimney, Refrigrator, Microwave; Bathroom: Geyser; Structure: RCC Frame Structure",Gymnasium; Swimming Pool; Kids' Pool; Badminton Court(s); Tennis Court(s); Squash Court; Cricket; Kids' Play Areas / Sand Pits; Basketball; Volleyball; Yoga Areas; Jogging / Cycle Track; Table Tennis; Snooker/Pool/Billiards; Heated Swimming Pool; Golf Course,Power Backup; Restaurant; Medical Facility; Pet Area; 24*7 Water Supply,24 x 7 Security; CCTV / Video Surveillance; Fire Fighting Systems; Intercom Facility; Video Phone,Rain Water Harvesting; Sewage Treatment Plant; Eco Friendly; Large Green Area,Dance Room; Mini Theatre; Reading Room/Library; Sauna; Party Hall; Cards Room; Amphitheater; Indoor Games; Spa; Luxurious Clubhouse; Jacuzzi; High Street Retail; Senior Citizen Area
r428601,Kochar Jewel,"Velachery, Chennai",Rs1.84 Cr - 3.16 Cr,"Rs12,999 Per Sq. Ft",New Launch,"2, 3, 4 BHK",1416 Sq. Ft to 2433 Sq. Ft (Saleable),Kochar Homes,98 units,4.19 Acres,Ask for Details,Ask for Details,Velachery,Chennai South,,https://www.squareyards.com/kochar-homes-projects/16590/builder,N/A,2,1,Delhi/Agent/0027/2017,Master Bedroom-Walls: Oil Bound Distemper; Master Bedroom-Flooring: Vitrified Tiles; Other Bedrooms-Flooring: Vitrified Tiles; Walls: Oil Bound Distemper; Living Area-Flooring: Vitrified Tiles; Structure: RCC Frame Structure,Gymnasium; Swimming Pool; Kids' Pool; Kids' Play Areas / Sand Pits; Jogging / Cycle Track,Power Backup; Treated Water Supply; 24*7 Water Supply; Lift,24 x 7 Security,Sewage Treatment Plant; Normal Park / Central Green; Solar Lighting,Indoor Games
r426628,Assetz Promise of Spring,"Devanahalli, Bangalore",Rs1.05 Cr - 2.10 Cr,"Rs7,000 Per Sq. Ft",New Launch,Ask for Details,1500 Sq. Ft to 3000 Sq. Ft (Saleable),Assetz Homes,316 units,23 Acres,Ask for Details,Ask for Details,Devanahalli,North Bangalore,"Sports enthusiasts will love the state-of-the-art gym facility.,24x7 security ensures utmost safety for families.,Immerse yourself in a good book at the library.,Rainwater harvesting for sustainable living.,Pet owners welcome, thanks to the designated pet area.",https://www.squareyards.com/assetz-homes-projects/429/builder,N/A,9,33,PRM/KA/RERA/1251/310/AG/171114/000400,N/A,Gymnasium; Swimming Pool; Kids' Pool; Badminton Court(s); Tennis Court(s); Squash Court; Football; Cricket; Kids' Play Areas / Sand Pits; Basketball; Yoga Areas; Jogging / Cycle Track; Table Tennis; Snooker/Pool/Billiards,Pet Area; 24*7 Water Supply; Separate Enrty /Exit Gates; Party Lawn,24 x 7 Security,Rain Water Harvesting; Sewage Treatment Plant; Large Green Area,Reading Room/Library; Sauna; Party Hall; Clubhouse
r394754,Subham Build Well,"Sree Nagar, Guwahati",Rs76.40 Lac - 1.15 Cr,"Rs5,000 Per Sq. Ft",Advanced Stage,"3, 4 BHK",1528 Sq. Ft to 2301 Sq. Ft,Subham Group,312 units,6.81 Acres,Ask for Details,Ask for Details,Sree Nagar,Guwahati East,,https://www.squareyards.com/subham-group-projects/2810/builder,N/A,1,6,N/A,N/A,Kids' Play Areas / Sand Pits,Power Backup,24 x 7 Security,N/A,Clubhouse
r263555,Piramal Aranya,"Byculla, Mumbai",Rs4.20 Cr - 13.60 Cr,"Rs51,985 Per Sq. Ft",Partially Ready To Move,"2, 3, 4 BHK",760 Sq. Ft to 2850 Sq. Ft (Carpet),Piramal Realty,1350 units,7.63 Acres,Ask for Details,"Dec 30, 2023",Byculla,Mumbai Harbour,,https://www.squareyards.com/piramal-realty-projects/2177/builder,7 Years Experience,2,31,A51800000454,"Master Bedroom-Walls: Oil Bound Distemper; Master Bedroom-Flooring: Laminated Wooden; Other Bedrooms-Flooring: Vitrified Tiles; Walls: Oil Bound Distemper; Living Area-Flooring: Vitrified Tiles; Kitchen-Equipments: Modular Kitchen; Bathroom: Shower Panel, Premium Bath Fittings; Structure: RCC Frame Structure",Gymnasium; Swimming Pool; Kids' Pool; Badminton Court(s); Tennis Court(s); Squash Court; Cricket; Kids' Play Areas / Sand Pits; Basketball; Yoga Areas; Jogging / Cycle Track; Table Tennis; Snooker/Pool/Billiards,Power Backup; Treated Water Supply; Pet Area; 24*7 Water Supply; Lift; Party Lawn,24 x 7 Security; CCTV / Video Surveillance; Fire Fighting Systems; Intercom Facility; Video Phone,Rain Water Harvesting; Sewage Treatment Plant; Large Green Area,Cafe / Coffee Bar; Reading Room/Library; Party Hall; Clubhouse; Amphitheater; Indoor Games; Spa; Obeservatory Deck; High Street Retail
r433760,Rajvansh Shivoy High Street,"Raj Nagar Extension, Ghaziabad",Rs32.13 Lac - 1.46 Cr,N/A,Under Construction,Ask for Details,153 Sq. Ft to 697 Sq. Ft (Saleable),Rajvansh Infracon Pvt Ltd,216 units,1 Acres,Ask for Details,Ask for Details,Raj Nagar Extension,Ghaziabad City,"Strategically located near Hapur Road and Meerut Bypass Road for easy access,Enjoy reliable power backup for uninterrupted business operations,24/7 security ensures a safe and secure environment for your business,RCC Frame Structure provides a solid foundation for your commercial venture,Become a part of Rajvansh Shivoy High Street, a RERA approved commercial project,Choose from spacious retail shops ranging from 153 to 697 sq. ft.",https://www.squareyards.com/rajvansh-infracon-pvt-ltd-projects/19709/builder,N/A,1,N/A,UPRERAAGT10119,Structure: RCC Frame Structure,Gymnasium; Kids' Play Areas / Sand Pits,Power Backup; Restaurant; Medical Facility; High speed escalators; 24*7 Water Supply; Lift,24 x 7 Security; CCTV / Video Surveillance; Fire Fighting Systems,Normal Park / Central Green,Cafe / Coffee Bar; Spa; Multi Brand Retail; High Street Retail
r406711,NL Aryavarta,"Dahisar East, Mumbai",Rs1.52 Cr - 2.12 Cr,"Rs20,705 Per Sq. Ft",Ready to Move,"2, 3 BHK",702 Sq. Ft to 981 Sq. Ft (Carpet),Nahalchand Laloochand,358 units,1.47 Acres,Ask for Details,Ask for Details,Dahisar East,Mumbai Western Suburbs,,https://www.squareyards.com/nahalchand-laloochand-projects/1239/builder,N/A,3,N/A,A51800000454,"Master Bedroom-Walls: Acrylic Emulsion; Master Bedroom-Flooring: Vitrified Tiles; Other Bedrooms-Flooring: Vitrified Tiles; Walls: Acrylic Emulsion; Living Area-Flooring: Vitrified Tiles; Kitchen-Equipments: Modular Kitchen; Bathroom: Shower Panel, Geyser, Premium Bath Fittings; Structure: RCC Frame Structure",Gymnasium; Swimming Pool; Badminton Court(s); Tennis Court(s); Squash Court; Kids' Play Areas / Sand Pits; Volleyball; Yoga Areas; Jogging / Cycle Track; Table Tennis; Snooker/Pool/Billiards,Power Backup; Treated Water Supply; 24*7 Water Supply; Lift,24 x 7 Security; CCTV / Video Surveillance; Fire Fighting Systems; Intercom Facility,Rain Water Harvesting; Normal Park / Central Green,Party Hall; Clubhouse; Indoor Games
r399974,Royal Courtyard 62,"Sector 62, Gurgaon",Rs54.00 Lac - 1.78 Cr,"Rs27,000 Per Sq. Ft",Under Construction,Ask for Details,200 Sq. Ft to 660 Sq. Ft (Saleable),Royal Green Realty,148 units,5.78 Acres,Ask for Details,Ask for Details,Sector 62,Golf Course Extension,"Golf Course Road and Golf Course Extension Road connectivity, seamless living.,Exclusive location in Sector 62, Gurgaon, for a peaceful lifestyle.,Sturdy RCC Frame Structure for durable construction.,Power backup and 24x7 security for a worry-free stay.,Prime investment opportunity with RERA certified project.",https://www.squareyards.com/royal-green-realty-projects/11996/builder,N/A,1,2,660/2017/307,Structure: RCC Frame Structure,N/A,N/A,24 x 7 Security; CCTV / Video Surveillance; Fire Fighting Systems; Smoke/Heat Sensors; Emergency Rescue / Alarms,N/A,Cafe / Coffee Bar; Multi Brand Retail; High Street Retail; Hypermarket; Food Court
