XID,Data Point,Housing,MagicBricks,SquareYards
15378,Rera Number,P52100046003,,UPRERAAGT10119
15378,Name,Unique Youtopia Phase II,Solitairian City,Solitairian City Villas
15378,Location,By UNIQUE PROPERTIES,"Yamuna Expressway, Greater Noida","Sector 140A, Noida"
15378,Builder Name,Not Found,Solitaire Realinfra Private Limited,Le Solitairian
15378,Price Range,47.58 L - 80.81 L,3.95 Cr,Price on Request
15378,Price per Sq.Ft,,Rs 7519,
15378,BHK,"1, 2 BHK Apartments","1,2,3,4,5 BHK Flat, Villas",3 BHK
15378,Property Type,,"Flat, Villa",
15378,Project Status,,Under Construction,Mid Stage
15378,Launch Date,"Jul, 2022 Avg. Price: 12.23 K - 16.13 K/sq.ft",1-Jun-22,Ask for Details
15378,Possession Date,"Jun, 2026",1-Jul-24,Ask for Details
15378,Total Units,,2400.0,Ask for Details
15378,Project Size (Acres),0.11 Acres,16 Acre,Ask for Details
15378,Amenities Count,,36,
15378,USP,Not Found,"Golf Course Facing Project | All Units 3 Side Open | Low Density Project | Every Flat Is A Corner Flat | Sports Theme Based Project | Rera Approved | Well Ventilated And Spacious Apartments | Luxury Club With All Modern Amenities | Only 4 Flats On A Floor | Jewar International Airport- Perfect airport connectivity 10 Mins Drive From Airport. | Education Hub-Nearby Techzones, Education Centers School & commercial tower for everyone needs | Buddha International Circuit- Next to Address which is the host for international events. | Metro Station- Easy access to nearby cities like Delhi Purposed Metro is in 5 km Radious | Superior connectivity via Yamuna Expressway, Eastern Peripheral Expressway | Proposed Metro Station Nearby, Convenient Access to Jewar Airport | Close to Business and Leisure Destinations | Day-today living amenities and infrastructure like offices, schools and healthcare located within 10 minutes | Strategically located just off the state-of-the-art Yamuna Expressway | In-close proximity with ICC Cricket Stadium, Night Safari, Golf course, Top-Notch, Universities","Unwind in nature-rich surroundings, Sector 140A.,Elegant villas with scenic views, perfect retreat.,Prime location connects to major highways, convenient.,Ample space for luxury living, from 2400 sq. ft.,Unwind in nature-rich surroundings, Sector 140A.,Elegant villas with scenic views, perfect retreat.,Prime location connects to major highways, convenient.,Ample space for luxury living, from 2400 sq. ft."
15378,Builder Experience,,15+ years,25 Years Experience
15378,Total Towers,,13,
15378,Rera Number,P52100046003,,UPRERAAGT10119
15378,Name,Unique Youtopia Phase II,Solitairian City,Le Solitairian City
15378,Location,By UNIQUE PROPERTIES,"Yamuna Expressway, Greater Noida","Sector 25 Yamuna Expressway, Greater Noida"
15378,Builder Name,Not Found,Solitaire Realinfra Private Limited,Le Solitairian
15378,Price Range,47.58 L - 80.81 L,,Rs46.09 Lac - 3.26 Cr
15378,Price per Sq.Ft,,Rs 7519,"Rs7,495 Per Sq. Ft"
15378,BHK,"1, 2 BHK Apartments","1,2,3,4,5 BHK Flat, Villas","1, 2, 3, 4 BHK"
15378,Property Type,,,
15378,Project Status,,,Partially Ready To Move
15378,Launch Date,"Jul, 2022 Avg. Price: 12.23 K - 16.13 K/sq.ft",,Ask for Details
15378,Possession Date,"Jun, 2026",,21-Sep-19
15378,Total Units,,2400.0,2400 units
15378,Project Size (Acres),0.11 Acres,16 Acre,16.54 Acres
15378,Amenities Count,,36,
15378,USP,Not Found,"Golf Course Facing Project | All Units 3 Side Open | Low Density Project | Every Flat Is A Corner Flat | Sports Theme Based Project | Rera Approved | Well Ventilated And Spacious Apartments | Luxury Club With All Modern Amenities | Only 4 Flats On A Floor | Jewar International Airport- Perfect airport connectivity 10 Mins Drive From Airport. | Education Hub-Nearby Techzones, Education Centers School & commercial tower for everyone needs | Buddha International Circuit- Next to Address which is the host for international events. | Metro Station- Easy access to nearby cities like Delhi Purposed Metro is in 5 km Radious | Superior connectivity via Yamuna Expressway, Eastern Peripheral Expressway | Proposed Metro Station Nearby, Convenient Access to Jewar Airport | Close to Business and Leisure Destinations | Day-today living amenities and infrastructure like offices, schools and healthcare located within 10 minutes | Strategically located just off the state-of-the-art Yamuna Expressway | In-close proximity with ICC Cricket Stadium, Night Safari, Golf course, Top-Notch, Universities","Strategically located near Eastern Peripheral Expressway, Yamuna Expressway.,Approved by UP RERA, project numbers UPRERAPRJ6887, UPRERAPRJ6811.,Power Backup ensures a seamless luxurious lifestyle.,Well-equipped Gymnasium for a healthy and active living.,Modular kitchens and Vitrified Tiles flooring for a luxurious experience."
15378,Builder Experience,,15+ years,25 Years Experience
15378,Total Towers,,,
15378,Rera Number,P52100046003,,UPRERAAGT10119
15378,Name,Unique Youtopia Phase II,Solitairian City,Solitairian City Villas
15378,Location,By UNIQUE PROPERTIES,"Yamuna Expressway, Greater Noida","Sector 140A, Noida"
15378,Builder Name,Not Found,Solitaire Realinfra Private Limited,Le Solitairian
15378,Price Range,47.58 L - 80.81 L,,Price on Request
15378,Price per Sq.Ft,,Rs 7519,
15378,BHK,"1, 2 BHK Apartments","1,2,3,4,5 BHK Flat, Villas",3 BHK
15378,Property Type,,,
15378,Project Status,,,Mid Stage
15378,Launch Date,"Jul, 2022 Avg. Price: 12.23 K - 16.13 K/sq.ft",,Ask for Details
15378,Possession Date,"Jun, 2026",,Ask for Details
15378,Total Units,,2400.0,Ask for Details
15378,Project Size (Acres),0.11 Acres,16 Acre,Ask for Details
15378,Amenities Count,,36,
15378,USP,Not Found,"Golf Course Facing Project | All Units 3 Side Open | Low Density Project | Every Flat Is A Corner Flat | Sports Theme Based Project | Rera Approved | Well Ventilated And Spacious Apartments | Luxury Club With All Modern Amenities | Only 4 Flats On A Floor | Jewar International Airport- Perfect airport connectivity 10 Mins Drive From Airport. | Education Hub-Nearby Techzones, Education Centers School & commercial tower for everyone needs | Buddha International Circuit- Next to Address which is the host for international events. | Metro Station- Easy access to nearby cities like Delhi Purposed Metro is in 5 km Radious | Superior connectivity via Yamuna Expressway, Eastern Peripheral Expressway | Proposed Metro Station Nearby, Convenient Access to Jewar Airport | Close to Business and Leisure Destinations | Day-today living amenities and infrastructure like offices, schools and healthcare located within 10 minutes | Strategically located just off the state-of-the-art Yamuna Expressway | In-close proximity with ICC Cricket Stadium, Night Safari, Golf course, Top-Notch, Universities","Unwind in nature-rich surroundings, Sector 140A.,Elegant villas with scenic views, perfect retreat.,Prime location connects to major highways, convenient.,Ample space for luxury living, from 2400 sq. ft.,Unwind in nature-rich surroundings, Sector 140A.,Elegant villas with scenic views, perfect retreat.,Prime location connects to major highways, convenient.,Ample space for luxury living, from 2400 sq. ft."
15378,Builder Experience,,15+ years,25 Years Experience
15378,Total Towers,,,
15378,Rera Number,P52100046003,,UPRERAAGT10119
15378,Name,Unique Youtopia Phase II,Solitairian City,Le Solitairian City
15378,Location,By UNIQUE PROPERTIES,"Yamuna Expressway, Greater Noida","Sector 25 Yamuna Expressway, Greater Noida"
15378,Builder Name,Not Found,Solitaire Realinfra Private Limited,Le Solitairian
15378,Price Range,47.58 L - 80.81 L,,Rs46.09 Lac - 3.26 Cr
15378,Price per Sq.Ft,,Rs 7519,"Rs7,495 Per Sq. Ft"
15378,BHK,"1, 2 BHK Apartments","1,2,3,4,5 BHK Flat, Villas","1, 2, 3, 4 BHK"
15378,Property Type,,,
15378,Project Status,,,Partially Ready To Move
15378,Launch Date,"Jul, 2022 Avg. Price: 12.23 K - 16.13 K/sq.ft",,Ask for Details
15378,Possession Date,"Jun, 2026",,"Sep 21, 2019"
15378,Total Units,,2400.0,2400 units
15378,Project Size (Acres),0.11 Acres,16 Acre,16.54 Acres
15378,Amenities Count,,36,
15378,USP,Not Found,"Golf Course Facing Project | All Units 3 Side Open | Low Density Project | Every Flat Is A Corner Flat | Sports Theme Based Project | Rera Approved | Well Ventilated And Spacious Apartments | Luxury Club With All Modern Amenities | Only 4 Flats On A Floor | Jewar International Airport- Perfect airport connectivity 10 Mins Drive From Airport. | Education Hub-Nearby Techzones, Education Centers School & commercial tower for everyone needs | Buddha International Circuit- Next to Address which is the host for international events. | Metro Station- Easy access to nearby cities like Delhi Purposed Metro is in 5 km Radious | Superior connectivity via Yamuna Expressway, Eastern Peripheral Expressway | Proposed Metro Station Nearby, Convenient Access to Jewar Airport | Close to Business and Leisure Destinations | Day-today living amenities and infrastructure like offices, schools and healthcare located within 10 minutes | Strategically located just off the state-of-the-art Yamuna Expressway | In-close proximity with ICC Cricket Stadium, Night Safari, Golf course, Top-Notch, Universities","Strategically located near Eastern Peripheral Expressway, Yamuna Expressway.,Approved by UP RERA, project numbers UPRERAPRJ6887, UPRERAPRJ6811.,Power Backup ensures a seamless luxurious lifestyle.,Well-equipped Gymnasium for a healthy and active living.,Modular kitchens and Vitrified Tiles flooring for a luxurious experience."
15378,Builder Experience,,15+ years,25 Years Experience
15378,Total Towers,,,
15378,Rera Number,P52100046003,,UPRERAAGT10119
15378,Name,Unique Youtopia Phase II,Solitairian City,Solitairian City Villas
15378,Location,By UNIQUE PROPERTIES,"Yamuna Expressway, Greater Noida","Sector 140A, Noida"
15378,Builder Name,Not Found,Solitaire Realinfra Private Limited,Le Solitairian
15378,Price Range,47.58 L - 80.81 L,,Price on Request
15378,Price per Sq.Ft,,Rs 7519,
15378,BHK,"1, 2 BHK Apartments","1,2,3,4,5 BHK Flat, Villas",3 BHK
15378,Property Type,,,
15378,Project Status,,,Mid Stage
15378,Launch Date,"Jul, 2022 Avg. Price: 12.23 K - 16.13 K/sq.ft",,Ask for Details
15378,Possession Date,"Jun, 2026",,Ask for Details
15378,Total Units,,2400.0,Ask for Details
15378,Project Size (Acres),0.11 Acres,16 Acre,Ask for Details
15378,Amenities Count,,36,
15378,USP,Not Found,"Golf Course Facing Project | All Units 3 Side Open | Low Density Project | Every Flat Is A Corner Flat | Sports Theme Based Project | Rera Approved | Well Ventilated And Spacious Apartments | Luxury Club With All Modern Amenities | Only 4 Flats On A Floor | Jewar International Airport- Perfect airport connectivity 10 Mins Drive From Airport. | Education Hub-Nearby Techzones, Education Centers School & commercial tower for everyone needs | Buddha International Circuit- Next to Address which is the host for international events. | Metro Station- Easy access to nearby cities like Delhi Purposed Metro is in 5 km Radious | Superior connectivity via Yamuna Expressway, Eastern Peripheral Expressway | Proposed Metro Station Nearby, Convenient Access to Jewar Airport | Close to Business and Leisure Destinations | Day-today living amenities and infrastructure like offices, schools and healthcare located within 10 minutes | Strategically located just off the state-of-the-art Yamuna Expressway | In-close proximity with ICC Cricket Stadium, Night Safari, Golf course, Top-Notch, Universities","Unwind in nature-rich surroundings, Sector 140A.,Elegant villas with scenic views, perfect retreat.,Prime location connects to major highways, convenient.,Ample space for luxury living, from 2400 sq. ft.,Unwind in nature-rich surroundings, Sector 140A.,Elegant villas with scenic views, perfect retreat.,Prime location connects to major highways, convenient.,Ample space for luxury living, from 2400 sq. ft."
15378,Builder Experience,,15+ years,25 Years Experience
15378,Total Towers,,,
15378,Rera Number,P52100046003,,UPRERAAGT10119
18410,Name,Experion The Westerlies Plots,Experion The Westerlies,Experion The Westerlies
18410,Location,By EXPERION DEVELOPERS,"Sector 108, Gurgaon","Sector 108, Gurgaon"
18410,Builder Name,Not Found,Experion Developers Pvt Ltd,Experion
18410,Price Range,71.23 L - 23.26 Cr,11.50 Cr,Rs7.54 Cr - 15.12 Cr
18410,Price per Sq.Ft,,Rs 12147,
18410,BHK,0,Plots,"4, 5, 6 BHK"
18410,Property Type,,Residential Plot,
18410,Project Status,,Ready To Move,Ready to Move
18410,Launch Date,"Dec, 2014 Avg. Price: 1.85 Lacs/sq.yd",1-Jan-13,Ask for Details
18410,Possession Date,"Aug, 2019",1-Aug-19,30-Dec-15
18410,Total Units,,260.0,936 units
18410,Project Size (Acres),150 Acres (40% open),150 Acre,116.51 Acres
18410,Amenities Count,,12,
18410,USP,Not Found,,"Unbeatable connectivity to NH 8 and Dwarka Expressway.,RERA approved for guaranteed quality and safety.,High-end apartments with premium amenities.,Luxurious finishes with vitrified tiles and oil bound distemper.,Reliable power backup for 24/7 comfort."
18410,Builder Experience,,19+ years,13 Years Experience
18410,Total Towers,,,
18410,Rera Number,103 OF 2017,,660/2017/307
18410,Name,Experion The Westerlies Plots,Experion The Westerlies,Experion The Westerlies
18410,Location,By EXPERION DEVELOPERS,"Sector 108, Gurgaon","Sector 108, Gurgaon"
18410,Builder Name,Not Found,Experion Developers Pvt Ltd,Experion
18410,Price Range,71.23 L - 23.26 Cr,11.50 Cr,Rs7.54 Cr - 15.12 Cr
18410,Price per Sq.Ft,,Rs 12147,
18410,BHK,0,Plots,"4, 5, 6 BHK"
18410,Property Type,,Residential Plot,
18410,Project Status,,Ready To Move,Ready to Move
18410,Launch Date,"Dec, 2014 Avg. Price: 1.85 Lacs/sq.yd",1-Jan-13,Ask for Details
18410,Possession Date,"Aug, 2019",1-Aug-19,"Dec 30, 2015"
18410,Total Units,,260.0,936 units
18410,Project Size (Acres),150 Acres (40% open),150 Acre,116.51 Acres
18410,Amenities Count,,12,
18410,USP,Not Found,,"Unbeatable connectivity to NH 8 and Dwarka Expressway.,RERA approved for guaranteed quality and safety.,High-end apartments with premium amenities.,Luxurious finishes with vitrified tiles and oil bound distemper.,Reliable power backup for 24/7 comfort."
18410,Builder Experience,,19+ years,13 Years Experience
18410,Total Towers,,,
18410,Rera Number,103 OF 2017,,660/2017/307
18410,Name,Experion The Westerlies Plots,Experion The Westerlies,Experion The Westerlies
18410,Location,By EXPERION DEVELOPERS,"Sector 108, Gurgaon","Sector 108, Gurgaon"
18410,Builder Name,Not Found,Experion Developers Pvt Ltd,Experion
