XID,Phase,Data Point,Housing,MagicBricks,SquareYards
327273,1,USP,"Why County 107? The property boasts an IGBC Platinum Green Building Certification. It is the first housing project in India with an elevated walkway. Amenities offered include a sun deck, conference room, aerobics room, barbecue area, and spa. Features on the property include a cricket pitch, basketball court, tennis court, skating rink, and badminton court. View More Highlights","Lots of green space and a developed social infrastructure | Residential societies in this sector have their own retail marketplaces. The market for Sector 104 has grown over the previous three to four years and has a nice mix of eateries and retail stores | India’s first housing project that has an elevated walkway and indoor pool with temperature control | Modern construction with a vertical garden home automation system, door camera and intercom as well as modes for lighting, ventilation, and climate | IGBC Platinum Green Building Certification and convenient access to Noida-Greater Noida Expressway | The main Noida commercial centre, including Sectors 18 and 62 along the Noida Expressway, is 20 to 25 minutes away | India's first housing project to have an elevated walkway | Comprehensive home automation system with intercom, camera, climate, fresh air, and lighting control. | County 107 - Noida's epitome of upscale living with high-standard features and amenities | Certificated as IGBC Platinum Green Building | India's first housing project to have an elevated walkway | Comprehensive home automation system with intercom, camera, climate, fresh air, and lighting control. | County 107 - Noida's epitome of upscale living with high-standard features and amenities | Certificated as IGBC Platinum Green Building",
327273,1,Builder Experience,,17+ years,25 Years Experience
327273,1,Total Towers,,4,
327273,1,Rera Number,UPRERAPRJ837374,,UPRERAAGT10119
327273,1,Specifications,,"Drawing: Premium Quality Imported Marble
Dining: Premium Quality Imported Marble
Kitchen: Premium Quality Imported Marble
All Bedrooms: Laminated Wooden Flooring
Balconies: Designer Anti-Skid Tiles
Toilets: Premium Quality Imported Marble
Servant Toilets: Anti-Skid Tiles
Wiring: Fire resistant copper wiring in concealed PVC conduits
Switches: Modular switches & sockets in adequate numbers
TV Points: In all Rooms
Tel. Points: In all Rooms
Exhaust Fan: In Kitchen & Toilets
Light Fixtures: Chandelier/ Hanging Light in Drawing Room & Master Bedroom
Fans: In Bedrooms, D/D, Kitchen & Utility
External: Adequate Lighting in Common Areas
External: Aluminium/ UPVC sliding openable doors & windows
Internal: Aluminium/ UPVC sliding openable doors & windows
Wall Tile: Designer Ceramic Tiles upto 2 Ft. above Working Counter.
Designer flush doors in polish/ duco paint fixed in hardwood
Counter Kitchen: Counter with Stainless Steel Sink. Fitted with R.O. Hob, Chimney with Exhaust
Wood Work: Modular Cabinet
Wall Tile: Designer Ceramic Tiles upto 2 Ft. above Working Counter.
Internal Piping: Corrosion Free CPVC Pipes & Fittings
Fittings: All Taps and Fittings of Reputed Brands in C.P. Wash Basins, Wall Mounted W/C of Reputed Brands in appropriate shades
External: Most modern & elegant permanent finish with high-quality texture paint
Internal: All internal walls of the room & drawing dining will be painted using OBD
VRV ACs: In Bedrooms, D/D and Kitchen
Geysers: In Toilets and kitchen
Wardrobe: In all Bed Rooms
External: Good Quality Designer False Ceiling in All Rooms and Drawing Dining
Internal: Video Intercom Phone
Balcony: Stainless steel with security glass
Staircase: Mild steel","Master Bedroom-Walls: Oil Bound Distemper; Master Bedroom-Flooring: Laminated Wooden; Fittings & Fixtures: Wardrobes, VRV AC Fittings, Air Conditioner Fittings; Other Bedrooms-Flooring: Laminated Wooden; Walls: Oil Bound Distemper; Living Area-Flooring: Italian/Imported Marble; Kitchen-Equipments: Modular Kitchen, Hob, Chimney, Refrigrator; Bathroom: Shower Panel, Geyser, Premium Bath Fittings, Exhaust Fan; Structure: RCC Frame Structure"
327273,1,Amenities,"Waiting Lounge Cricket Pitch Tennis Court Solar Lighting Spa Swimming Pool Skating Rink Fire Sprinklers Landscaping & Tree Planting Table Tennis Gymnasium Fire Fighting System Flower Garden Squash Court Golf Course Closed Car Parking Car Parking 24X7 Water Supply Jogging Track Gated Community Indoor Games Cycling & Jogging Track Lawn Tennis Court Sewage Treatment Plant Club House Intercom Children's Play Area Yoga / Meditation Area Barbecue Area Visitor Parking Party Hall Lift(s) Badminton Court Aerobics Room RO Water System 24x7 CCTV Surveillance Sun Deck Reserved Parking Basketball Court Conference Room Paved Compound Spa/Sauna/Steam Banquet Hall Solar Water Heating Rain Water Harvesting 24x7 Security Power Backup Billiards / Snooker Table Less Source_URL: https://housing.com/in/buy/projects/page/198060-county-107-by-county-group-in-sector-107, Extraction_Date: 2025-04-04 01:23:44  Processing URL 4112/5207: https://housing.com/in/buy/projects/page/4627-mahagun-mezzaria-by-mahagun-group-in-sector-78,","Club House, Jogging and Strolling Track, Power Back Up, Swimming Pool, Lift, Reserved Parking, Visitor Parking, Intercom Facility, Banquet Hall, Gymnasium, Indoor Games Room, AEROBICS ROOM, Flower Gardens, Rain Water Harvesting, RO Water System, Indoor Squash & Badminton Courts, Meditation Area, Conference Room, 3 Tier Security System, Grand Entrance lobby, Solar Energy, CCTV Camera, Fire Sprinklers, Barbeque space, Kids play area, Half basketball court, Sewage treatment plant, Community entrance gate, Aesthetically designed landscape garden, Badminton court, Outdoor Tennis Courts, Fire Fighting Equipment",
327273,1,Possession Date,"Dec, 2023",1-Jun-24,"Nov 20, 2019"
327273,1,Launch Date,"May, 2019 Avg. Price: 19 K/sq.ft",01 March 2019,Ask for Details
327273,1,Possession Date,"Dec, 2023",01 June 2024,20-Nov-19
327273,1,Possession Date,"Dec, 2023",01 June 2024,"Nov 20, 2019"
328903,1,Name,L And T Seawoods Residences Phase I,L&T Seawoods Residences,L And T Seawoods Residences
328903,1,Location,"Seawoods, Palm Beach Road - Seawoods, Navi Mumbai","Nerul, Navi Mumbai","Seawoods, Navi Mumbai"
328903,1,Builder Name,L&T REALTY,L&T Realty,LT Realty Limited
328903,1,Price Range,1.6 Cr - 2.85 Cr,Rs 2.28 Cr - Rs 3.84 Cr,Rs2.48 Cr - 3.45 Cr
328903,1,Price per Sq.Ft,,Rs 18286,"Rs29,943 Per Sq. Ft"
328903,1,BHK,"2, 3 BHK Apartments",Flats,"2, 3 BHK"
328903,1,Property Type,,Flat,
328903,1,Project Status,,Ready To Move,Partially Ready To Move
328903,1,Launch Date,"May, 2019 Avg. Price: 23.01 K - 32.63 K/sq.ft",1-Apr-19,Ask for Details
328903,1,Possession Date,"Jun, 2024",1-Dec-24,Ask for Details
328903,1,Total Units,,749.0,1906 units
328903,1,Project Size (Acres),1 Acres,2 Acre,40 Acres
328903,1,Amenities Count,,2.0,
328903,1,USP,"Property Location Seawoods, Palm Beach Road - Seawoods, Navi Mumbai Around This Project School Podar International School Nerul (CBSE) 1 min (0.6 km) Hospital Terna Speciality Hospital & Research Centre 5 mins (2.5 km) Hotel Malwani Kinara View more on Maps","International Airport 20 mins away, | Palm Beach Road 10 mins away | Renowned Hospitals 20 mins away | Renowned Schools 20 mins away | USP:
Following international trends of Singapore, Hong Kong and other major financial hubs, L&T is the first brand that offers a Transit Oriented Development (TOD) in Seawoods, Navi Mumbai; and in it the finest residential complex - Seawoods Residences. The facility will provide everything you need in one place, while never compromising on your recreational and entertainment sources. | Set within India's first ever transit oriented development | Best project launch of 2019, Awarded by Realty Plus | 20,000 sq ft modern 2-story clubhouse | Podium garden with top-notch amenities | Project with 2 exclusive 2 badminton courts | Set within India's first ever transit oriented development | Best project launch of 2019, Awarded by Realty Plus | 20,000 sq ft modern 2-story clubhouse | Podium garden with top-notch amenities | Project with 2 exclusive 2 badminton courts",
328903,1,Builder Experience,,14+ years,
328903,1,Total Towers,,8,
328903,1,Rera Number,P51700020275,,A51800000454
328903,1,Specifications,,"Vitrified flooring in all bedrooms 
Marble/Vitrified flooring in living and dining room (depending on apartment type) 
Anodized/Powder-coated aluminum-framed windows
Video-door phone 
Granite platform and stainless steel sink with faucet in kitchen 
Premium sanitary ware and CP fittings Instant geysers 
Glass partition in master toilets → Vitrified flooring in all bedrooms → Marble/Vitrified flooring in living and dining room (depending on apartment type)
Vitrified flooring in all bedrooms 
Marble/Vitrified flooring in living and dining room (depending on apartment type) 
Anodized/Powder-coated aluminum-framed windows
Video-door phone 
Granite platform and stainless steel sink with faucet in kitchen 
Premium sanitary ware and CP fittings Instant geysers 
Glass partition in master toilets → Anodized/Powder-coated aluminum-framed windows → Video-door phone
Vitrified flooring in all bedrooms 
Marble/Vitrified flooring in living and dining room (depending on apartment type) 
Anodized/Powder-coated aluminum-framed windows
Video-door phone 
Granite platform and stainless steel sink with faucet in kitchen 
Premium sanitary ware and CP fittings Instant geysers 
Glass partition in master toilets → Granite platform and stainless steel sink with faucet in kitchen → Premium sanitary ware and CP fittings Instant geysers","Master Bedroom-Walls: Oil Bound Distemper; Master Bedroom-Flooring: Vitrified Tiles; Other Bedrooms-Flooring: Vitrified Tiles; Walls: Oil Bound Distemper; Living Area-Flooring: Vitrified Tiles; Bathroom: Jacuzzi, Geyser, Premium Bath Fittings; Structure: RCC Frame Structure"
328903,1,Amenities,"Amphitheater Swimming Pool Landscaping & Tree Planting Water Conservation, Rain water Harvesting Mini Theatre Gymnasium Fire Fighting System Community Buildings Closed Car Parking 24X7 Water Supply Street Lighting Sewage Treatment Plant Children's Play Area Yoga / Meditation Area Barbecue Area Recreation Facilities Solid Waste Management And Disposal Badminton Court Community Hall Spa/Sauna/Steam Storm Water Drains Open Parking Internal Roads & Footpaths Electrical meter Room Energy management Jacuzzi Cigar Lounge Less Source_URL: https://housing.com/in/buy/projects/page/150170-l-and-t-seawoods-residences-phase-i-by-lt-realty-in-seawoods Extraction_Date: 2025-04-02 15:29:58  Processing URL 1994/5207: https://housing.com/in/buy/projects/page/305454-dra-infinique-by-dra-homes-in-valasaravakkam","Club House, Lift",
328903,1,Property Type,,,
328903,1,Project Status,,,Partially Ready To Move
328903,1,Launch Date,"May, 2019 Avg. Price: 23.01 K - 32.63 K/sq.ft",,Ask for Details
328903,1,Possession Date,"Jun, 2024",,Ask for Details
328903,1,Total Towers,,,
328903,2,Name,,,L&T Seawoods Residences Phase 2
328903,2,Location,,,"Seawoods, Navi Mumbai"
328903,2,Builder Name,,,LT Realty Limited
328903,2,Price Range,,,Rs1.97 Cr - 3.60 Cr
328903,2,Price per Sq.Ft,,,"Rs25,055 Per Sq. Ft"
328903,2,BHK,,,"2, 3 BHK"
328903,2,Property Type,,,
328903,2,Project Status,,,Mid Stage
328903,2,Launch Date,,,Ask for Details
328903,2,Possession Date,,,Ask for Details
328903,2,Total Units,,,241 units
328903,2,Project Size (Acres),,,0.72 Acres
328903,2,Amenities Count,,,
328903,2,USP,,,"Magnificent views of Palm Beach Marg from every residence.,Strategically located with smooth commutes to key Navi Mumbai areas.,Reliable Power Backup facilities to ensure seamless living.,State-of-the-art Gymnasium for an active and healthy lifestyle.,Luxurious Vitrified Tiles flooring in master bedrooms and more.,Degree completion certified by the Maharashtra Real Estate Regulatory Authority (RERA)."
328903,2,Builder Experience,,,
328903,2,Total Towers,,,
328903,2,Rera Number,,,A51800000454
328903,2,Specifications,,,"Master Bedroom-Walls: Oil Bound Distemper; Master Bedroom-Flooring: Vitrified Tiles; Other Bedrooms-Flooring: Vitrified Tiles; Walls: Oil Bound Distemper; Living Area-Flooring: Vitrified Tiles; Bathroom: Jacuzzi, Geyser, Premium Bath Fittings; Structure: RCC Frame Structure"
328903,2,Amenities,,,
328903,3,Name,,,L & T Seawoods Residences Phase 1 Part A
328903,3,Location,,,"Seawoods, Navi Mumbai"
328903,3,Builder Name,,,LT Realty Limited
328903,3,Price Range,,,Rs2.38 Cr - 3.60 Cr
328903,3,Price per Sq.Ft,,,"Rs14,894 Per Sq. Ft"
328903,3,BHK,,,"2, 3 BHK"
328903,3,Property Type,,,
328903,3,Project Status,,,Ready to Move
328903,3,Launch Date,,,Ask for Details
328903,3,Possession Date,,,Ask for Details
328903,3,Total Units,,,508 units
328903,3,Project Size (Acres),,,1.26 Acres
328903,3,Amenities Count,,,
328903,3,USP,,,"Strategically located near Sion Panvel Highway.,Palm Beach Marg and Amra Marg connections galore.,Unwind with Power Backup support.,State-of-the-art Gymnasium within the project.,International-standard amenities for enhanced living."
328903,3,Builder Experience,,,
328903,3,Total Towers,,,
328903,3,Rera Number,,,A51800000454
328903,3,Specifications,,,"Master Bedroom-Walls: Oil Bound Distemper; Master Bedroom-Flooring: Vitrified Tiles; Other Bedrooms-Flooring: Vitrified Tiles; Walls: Oil Bound Distemper; Living Area-Flooring: Vitrified Tiles; Bathroom: Jacuzzi, Geyser, Premium Bath Fittings; Structure: RCC Frame Structure"
328903,3,Amenities,,,
328903,4,Name,,,L & T Seawoods Residences Phase 1 Part B
328903,4,Location,,,"Seawoods, Navi Mumbai"
328903,4,Builder Name,,,LT Realty Limited
328903,4,Price Range,,,Rs2.38 Cr - 3.60 Cr
328903,4,Price per Sq.Ft,,,
328903,4,BHK,,,"2, 3 BHK"
328903,4,Property Type,,,
328903,4,Project Status,,,Ready to Move
328903,4,Launch Date,,,Ask for Details
328903,4,Possession Date,,,Ask for Details
328903,4,Total Units,,,508 units
328903,4,Project Size (Acres),,,1.26 Acres
328903,4,Amenities Count,,,
328903,4,USP,,,"Strategically located near Sion Panvel Highway, Palm Beach Marg, and Amra Marg.,Easy access to recreational and entertainment zones.,Power backup and all modern amenities for comfortable living.,Sleek and stylish interiors with premium specifications like oil-bound distemper and vitrified tiles.,Promising investment opportunity with guaranteed growth in Navi Mumbai."
328903,4,Builder Experience,,,
328903,4,Total Towers,,,
328903,4,Rera Number,,,A51800000454
328903,4,Specifications,,,"Master Bedroom-Walls: Oil Bound Distemper; Master Bedroom-Flooring: Vitrified Tiles; Other Bedrooms-Flooring: Vitrified Tiles; Walls: Oil Bound Distemper; Living Area-Flooring: Vitrified Tiles; Bathroom: Jacuzzi, Geyser, Premium Bath Fittings; Structure: RCC Frame Structure"
328903,4,Amenities,,,
329835,1,Name,SCC Blossom,SCC Blossom,
329835,1,Location,"Khasra No. 1179, 1180, Raj Nagar, Ghaziabad","Raj Nagar Extension, Ghaziabad",
329835,1,Builder Name,SCC BUILDERS PVT. LTD.,SCC Builders Pvt. Ltd.,
329835,1,Price Range,56.65 L - 1.6 Cr,1.19 Cr,
329835,1,Price per Sq.Ft,,Rs 5049,
329835,1,BHK,"2, 3, 4 BHK Apartments","2,3,4 BHK Flats",
329835,1,Property Type,,Flat,
329835,1,Project Status,,Under Construction,
329835,1,Launch Date,"Jul, 2019 Avg. Price: 5.5 K - 6.99 K/sq.ft",1-May-19,
329835,1,Possession Date,"Dec, 2025",1-Mar-29,
329835,1,Total Units,,756.0,
329835,1,Project Size (Acres),0,5 Acre,
329835,1,Amenities Count,,37.0,
329835,1,USP,"Why SCC Blossom? D.P.S, G.D Goenka, Modern School are just in the vicinity of 2 KMS. KW Delhi 6 Mall is only 600 Mtrs away VVIP Mall is just 500 Mtrs Away. GNB Mall & City Plaza is hardly 100 Mtrs Away.","Earthquake Resistant Structure | Round the Clock Security, 24X7 Power Back-Up | Branded Elevators with Modern Convenience | Ultra Modern Civic Infrastructure | Dedicated Parking Space, Rainwater Harvesting System | Dedicated Space provided for Gymnasium | Exclusive Space provided for Party Hall | Badminton Court, Kids Play Area | Well-Lit, Tree- Lined Avenues, Landscaped Gardens | One Cemented Cricket Pitch & One Turf Cricket Pitch | Good Ground Drinking Water | Location Advantage:
Dedicated City Forest Recreational Area within 4.5 Kms. | Elevated Road from Rajnagar Extn. to Delhi. | Nearest metro station, i.e. Hindon River Metro Station towards Delhi within 8 Kms. | Reputed Schools like DPS, GD Goenka, Modern School, Parevartan School etc in close proximity. | Adjacent Mall / Commercial complex. | Cricket Stadium proposed by BCCI in close vicinity. | Nursery school right next to the project. | Hospital/ Nursing home adjoining the project. | Hindon Airport Civil Terminal within 8 Km. | Enhanced connectivity to adjoining states via Eastern Peripheral Expressway - 8 kms.",
329835,1,Builder Experience,,20+ years,
329835,1,Total Towers,,8,
329835,1,Rera Number,Not Found,,
329835,1,Specifications,,"Vitrified tiles in Drawing Room, Kitchen and Bedrooms.
Ceramic tiles in Bathrooms and the Balconies.
Putty finish walls and ceilings.
AAC Blocks, Fly Ash bricks, conventional bricks or as per availability of Material.
Internal walls & ceiling finished with Distemper.
External walls finished with weather coat paint/snowcem.
Granite working top with single bowl sink (stainless steel).
2’.0” dado tiles above the working top
Ceramic tiles on walls up to door level and remaining wall up to false ceiling with Distemper.
Sanitary ware and CP ttings of good quality in all toilets
External doors and windows - aluminium powder coated with clear glass of 5mm thickness
Internal Door frames are made of wood.
Internal doors - flush doors with enamel paint nish.
Good quality hardware fittings.
Main Door - skin door / flush doors (as per availability of material)
Copper wire in PVC conduits with MCB supported circuits and adequate provision of power and light points at wall & ceiling.
Conduits for DTH connections.
Wiring for intercom facility for communication with lobby & main gate.
All conduits with CPVC/ UPVC fittings/ PVC/ SWR Fittings (depends on availability of material) as per drawings.",
