XID,Unit Type,Unit Size,Area Type,Price,Possession Date
r423850,3 BHK villa,2285 sq.ft,Super Area,1.64 Cr,Possession by Jan'26
r423850,3 BHK villa,2775 sq.ft,Super Area,2.08 Cr,Possession by Jan'26
r423850,3 BHK villa,3175 sq.ft,Super Area,1.60 Cr,Possession by Jan'26
r423850,3 BHK villa,3188 sq.ft,Super Area,2.26 Cr,Possession by Jan'26
r423850,4 BHK villa,2427 sq.ft,Super Area,1.68 Cr,Possession by Jan'26
r423850,4 BHK villa,2510 sq.ft,Super Area,1.72 Cr,Possession by Jan'26
r423850,4 BHK villa,3402 sq.ft,Super Area,2.34 Cr,Possession by Jan'26
r407316,4 BHK,3605 sq.ft,Super Area,3.52 Cr,Possession by Jun'27
r407316,4 BHK,3620 sq.ft,Super Area,3.50 Cr,Possession by Jun'27
r407316,4 BHK,4710 sq.ft,Super Area,4.47 Cr,Possession by Jun'27
r14102,2 BHK,966 sq.ft,Super Area,46.4 Lac,Possession by Feb'21
r14102,2 BHK,986 sq.ft,Super Area,47.3 Lac,Possession by Feb'21
r14102,2 BHK,1118 sq.ft,Super Area,53.7 Lac,Possession by Feb'21
r382233,3 BHK,953 sq.ft,Super Area,62 Lac,Possession by Jun'27
r382233,3 BHK,1200 sq.ft,Super Area,78 Lac,Possession by Jun'27
r382233,3 BHK,1230 sq.ft,Super Area,80 Lac,Possession by Jun'27
r382233,3 BHK,1267 sq.ft,Super Area,82.4 Lac,Possession by Jun'27
r382233,3 BHK,1350 sq.ft,Super Area,87.8 Lac,Possession by Jun'27
r382233,3 BHK,1390 sq.ft,Super Area,90.4 Lac,Possession by Jun'27
r382233,2 BHK,880 sq.ft,Super Area,57.2 Lac,Possession by Jun'27
r382233,2 BHK,900 sq.ft,Super Area,58.5 Lac,Possession by Jun'27
r386074,3 BHK,980 sq.ft,Super Area,2.59 Cr,Possession by Dec'26
r386074,3 BHK,990 sq.ft,Super Area,2.62 Cr,Possession by Dec'26
r386074,3 BHK,1193 sq.ft,Super Area,3.05 Cr,Possession by Dec'26
r386074,3 BHK,1210 sq.ft,Super Area,3.07 Cr,Possession by Dec'26
r386074,5 BHK,2335 sq.ft,Super Area,6.12 Cr,Possession by Dec'26
r386074,5 BHK,2550 sq.ft,Super Area,6.53 Cr,Possession by Dec'26
r386074,5 BHK,2900 sq.ft,Super Area,7.57 Cr,Possession by Dec'26
r386074,5 BHK,3250 sq.ft,Super Area,8.34 Cr,Possession by Dec'26
r386074,5 BHK,4500 sq.ft,Super Area,12.20 Cr,Possession by Dec'26
r386074,5 BHK,4850 sq.ft,Super Area,13.03 Cr,Possession by Dec'26
r386074,5 BHK,5150 sq.ft,Super Area,13.79 Cr,Possession by Dec'26
r386074,4 BHK,1480 sq.ft,Super Area,3.90 Cr,Possession by Dec'26
r386074,4 BHK,1520 sq.ft,Super Area,4.01 Cr,Possession by Dec'26
r386074,4 BHK,1530 sq.ft,Super Area,4.02 Cr,Possession by Dec'26
r386074,4 BHK,1650 sq.ft,Super Area,4.22 Cr,Possession by Dec'26
r386074,4 BHK,2110 sq.ft,Super Area,5.54 Cr,Possession by Dec'26
r404103,2 BHK,608 sq.ft,Super Area,51 Lac,Possession by Dec'29
r404103,2 BHK,614 sq.ft,Super Area,51.5 Lac,Possession by Dec'29
r404103,2 BHK,634 sq.ft,Super Area,52.5 Lac,Possession by Dec'29
r404103,2 BHK,637 sq.ft,Super Area,52.8 Lac,Possession by Dec'29
r404103,2 BHK,644 sq.ft,Super Area,53.5 Lac,Possession by Dec'29
r404103,1 BHK,469 sq.ft,Super Area,37.4 Lac,Possession by Dec'29
r58476,2 BHK,1240 sq.ft,Super Area,54.6 Lac,Possession by Dec'25
r58476,2 BHK,1260 sq.ft,Super Area,55.4 Lac,Possession by Dec'25
r58476,2 BHK,1290 sq.ft,Super Area,56 Lac,Possession by Dec'25
r414174,3 BHK,1650 sq.ft,Super Area,2.26 Cr,Possession by Sep'24
r414174,3 BHK,1700 sq.ft,Super Area,2.50 Cr,Possession by Sep'24
r414174,3 BHK,2200 sq.ft,Super Area,2.65 Cr,Possession by Sep'24
r421768,3 BHK,1464 sq.ft,Super Area,1.64 Cr,Possession by Feb'30
r421768,3 BHK,1480 sq.ft,Super Area,1.66 Cr,Possession by Feb'30
r421768,3 BHK,1482 sq.ft,Super Area,1.66 Cr,Possession by Feb'30
r421768,3 BHK,1496 sq.ft,Super Area,1.68 Cr,Possession by Feb'30
r421768,3 BHK,1709 sq.ft,Super Area,1.92 Cr,Possession by Feb'30
r421768,3 BHK,1715 sq.ft,Super Area,1.93 Cr,Possession by Feb'30
r421768,3 BHK,1723 sq.ft,Super Area,1.94 Cr,Possession by Feb'30
r421768,3 BHK,1756 sq.ft,Super Area,1.97 Cr,Possession by Feb'30
r421768,3 BHK,1863 sq.ft,Super Area,2.09 Cr,Possession by Feb'30
r421768,2 BHK,811 sq.ft,Super Area,91.4 Lac,Possession by Feb'30
r421768,2 BHK,923 sq.ft,Super Area,1.04 Cr,Possession by Feb'30
r421768,2 BHK,1194 sq.ft,Super Area,1.34 Cr,Possession by Feb'30
r421768,2 BHK,1196 sq.ft,Super Area,1.34 Cr,Possession by Feb'30
r421768,2 BHK,1216 sq.ft,Super Area,1.37 Cr,Possession by Feb'30
r421768,2 BHK,1250 sq.ft,Super Area,1.40 Cr,Possession by Feb'30
r397290,3 BHK,1580 sq.ft,Super Area,79 Lac,Possession by Dec'25
r397290,3 BHK,2032 sq.ft,Super Area,1.01 Cr,Possession by Dec'25
r397290,2 BHK,1215 sq.ft,Super Area,60.8 Lac,Possession by Dec'25
r420469,3 BHK,1320 sq.ft,Super Area,96.4 Lac,Possession by Dec'26
r420469,3 BHK,1350 sq.ft,Super Area,1 Cr,Possession by Dec'26
r420469,3 BHK,1365 sq.ft,Super Area,1.02 Cr,Possession by Dec'26
r420469,3 BHK,1405 sq.ft,Super Area,98.4 Lac,Possession by Dec'26
r420469,3 BHK,1485 sq.ft,Super Area,1.08 Cr,Possession by Dec'26
r420469,2 BHK,1005 sq.ft,Super Area,70.4 Lac,Possession by Dec'26
r420469,2 BHK,1010 sq.ft,Super Area,66.5 Lac,Possession by Dec'26
r420469,2 BHK,1160 sq.ft,Super Area,75.9 Lac,Possession by Dec'26
r420469,2 BHK,1245 sq.ft,Super Area,87.2 Lac,Possession by Dec'26
r429365,3 BHK,1047 sq.ft,Super Area,41.9 Lac,Possession by Sep'25
r429365,3 BHK,1052 sq.ft,Super Area,42.1 Lac,Possession by Sep'25
r429365,2 BHK,861 sq.ft,Super Area,34.4 Lac,Possession by Sep'25
r434195,3 BHK,1430 sq.ft,Super Area,78.7 Lac,Possession by Jun'29
r434195,3 BHK,1500 sq.ft,Super Area,82.5 Lac,Possession by Jun'29
r434195,2 BHK,1000 sq.ft,Super Area,55 Lac,Possession by Jun'29
r434195,2 BHK,1125 sq.ft,Super Area,61.9 Lac,Possession by Jun'29
r434195,2 BHK,1150 sq.ft,Super Area,63.3 Lac,Possession by Jun'29
r417888,5 BHK villa,1320 sq.ft,Super Area,Price Not Available,Possession by Dec'26
r417888,5 BHK villa,1321 sq.ft,Super Area,Price Not Available,Possession by Dec'26
r417888,5 BHK villa,1322 sq.ft,Super Area,Price Not Available,Possession by Dec'26
r417888,5 BHK villa,1343 sq.ft,Super Area,Price Not Available,Possession by Dec'26
r417888,5 BHK villa,1344 sq.ft,Super Area,Price Not Available,Possession by Dec'26
r417888,5 BHK villa,1345 sq.ft,Super Area,Price Not Available,Possession by Dec'26
r417888,5 BHK villa,1461 sq.ft,Super Area,Price Not Available,Possession by Dec'26
r417888,5 BHK villa,1462 sq.ft,Super Area,Price Not Available,Possession by Dec'26
r417888,5 BHK villa,1463 sq.ft,Super Area,Price Not Available,Possession by Dec'26
r417888,5 BHK villa,1464 sq.ft,Super Area,Price Not Available,Possession by Dec'26
r417888,5 BHK villa,1501 sq.ft,Super Area,Price Not Available,Possession by Dec'26
r417888,5 BHK villa,1507 sq.ft,Super Area,Price Not Available,Possession by Dec'26
r417888,5 BHK villa,1508 sq.ft,Super Area,Price Not Available,Possession by Dec'26
r417888,5 BHK villa,1509 sq.ft,Super Area,Price Not Available,Possession by Dec'26
r377446,3 BHK,1495 sq.ft,Super Area,94.2 Lac,Possession by Mar'26
r377446,3 BHK,1625 sq.ft,Super Area,1.02 Cr,Possession by Mar'26
r377446,3 BHK,1715 sq.ft,Super Area,1.08 Cr,Possession by Mar'26
r377446,3 BHK,1940 sq.ft,Super Area,1.22 Cr,Possession by Mar'26
r377446,2 BHK,1330 sq.ft,Super Area,83.8 Lac,Possession by Mar'26
r435427,3 BHK,1156 sq.ft,Super Area,48.6 Lac,Possession by Sep'28
r435427,3 BHK,1271 sq.ft,Super Area,53.4 Lac,Possession by Sep'28
r435427,3 BHK,1355 sq.ft,Super Area,56.9 Lac,Possession by Sep'28
r435427,2 BHK,846 sq.ft,Super Area,35.5 Lac,Possession by Sep'28
r435427,2 BHK,883 sq.ft,Super Area,37.1 Lac,Possession by Sep'28
r435427,2 BHK,945 sq.ft,Super Area,39.7 Lac,Possession by Sep'28
r400981,2 BHK,602 sq.ft,Super Area,1.47 Cr,Possession by Jun'27
r400981,2 BHK,650 sq.ft,Super Area,1.59 Cr,Possession by Jun'27
r400981,1 BHK,401 sq.ft,Super Area,98.2 Lac,Possession by Jun'27
r400981,1 BHK,447 sq.ft,Super Area,1.09 Cr,Possession by Jun'27
r427851,3 BHK,1521 sq.ft,Super Area,1.24 Cr,Possession by Mar'28
r427851,3 BHK,1522 sq.ft,Super Area,1.24 Cr,Possession by Mar'28
r427851,3 BHK,1530 sq.ft,Super Area,1.25 Cr,Possession by Mar'28
r427851,3 BHK,1531 sq.ft,Super Area,1.25 Cr,Possession by Mar'28
r427851,3 BHK,1537 sq.ft,Super Area,1.25 Cr,Possession by Mar'28
r427851,3 BHK,1539 sq.ft,Super Area,1.25 Cr,Possession by Mar'28
r427851,3 BHK,1540 sq.ft,Super Area,1.25 Cr,Possession by Mar'28
r427851,3 BHK,1545 sq.ft,Super Area,1.26 Cr,Possession by Mar'28
r427851,3 BHK,1570 sq.ft,Super Area,1.28 Cr,Possession by Mar'28
r427851,3 BHK,1633 sq.ft,Super Area,1.33 Cr,Possession by Mar'28
r427851,3 BHK,1639 sq.ft,Super Area,1.33 Cr,Possession by Mar'28
r427851,3 BHK,1643 sq.ft,Super Area,1.33 Cr,Possession by Mar'28
r427851,3 BHK,1646 sq.ft,Super Area,1.34 Cr,Possession by Mar'28
r427851,3 BHK,1660 sq.ft,Super Area,1.35 Cr,Possession by Mar'28
r427851,3 BHK,1662 sq.ft,Super Area,1.35 Cr,Possession by Mar'28
r427851,3 BHK,1671 sq.ft,Super Area,1.36 Cr,Possession by Mar'28
r427851,3 BHK,1672 sq.ft,Super Area,1.36 Cr,Possession by Mar'28
r427851,3 BHK,1674 sq.ft,Super Area,1.36 Cr,Possession by Mar'28
r427851,3 BHK,1679 sq.ft,Super Area,1.36 Cr,Possession by Mar'28
r427851,3 BHK,1680 sq.ft,Super Area,1.36 Cr,Possession by Mar'28
r427851,3 BHK,1682 sq.ft,Super Area,1.36 Cr,Possession by Mar'28
r427851,3 BHK,1683 sq.ft,Super Area,1.36 Cr,Possession by Mar'28
r427851,3 BHK,1702 sq.ft,Super Area,1.38 Cr,Possession by Mar'28
r306651,3 BHK,1195 sq.ft,Super Area,1.81 Cr,Possession by Sep'25
r306651,3 BHK,1202 sq.ft,Super Area,1.82 Cr,Possession by Sep'25
r306651,3 BHK,1625 sq.ft,Super Area,2.45 Cr,Possession by Sep'25
r306651,3 BHK,1855 sq.ft,Super Area,2.80 Cr,Possession by Sep'25
r306651,3 BHK,2002 sq.ft,Super Area,3.02 Cr,Possession by Sep'25
r306651,2 BHK,1366 sq.ft,Super Area,2 Cr,Possession by Sep'25
r306651,4 BHK,2720 sq.ft,Super Area,4.11 Cr,Possession by Sep'25
r430199,3 BHK,1197 sq.ft,Super Area,65.8 Lac,Possession by Dec'27
r430199,3 BHK,1248 sq.ft,Super Area,68.6 Lac,Possession by Dec'27
r430199,2 BHK,883 sq.ft,Super Area,48.6 Lac,Possession by Dec'27
r430199,2 BHK,926 sq.ft,Super Area,50.9 Lac,Possession by Dec'27
r430199,2 BHK,933 sq.ft,Super Area,51.3 Lac,Possession by Dec'27
r303401,3 BHK,1400 sq.ft,Super Area,1.49 Cr,Possession by Apr'23
r303401,3 BHK,1500 sq.ft,Super Area,1.60 Cr,Possession by Apr'23
r303401,3 BHK,1600 sq.ft,Super Area,1.70 Cr,Possession by Apr'23
r303401,3 BHK,1800 sq.ft,Super Area,1.92 Cr,Possession by Apr'23
r303401,4 BHK,2300 sq.ft,Super Area,2.45 Cr,Possession by Apr'23
r303401,4 BHK,2350 sq.ft,Super Area,2.51 Cr,Possession by Apr'23
r303401,4 BHK,2375 sq.ft,Super Area,2.53 Cr,Possession by Apr'23
r428716,3 BHK,1157 sq.ft,Super Area,62.9 Lac,Possession by Oct'28
r428716,3 BHK,1285 sq.ft,Super Area,69.9 Lac,Possession by Oct'28
r428716,2 BHK,818 sq.ft,Super Area,44.5 Lac,Possession by Oct'28
r378545,3 BHK,1468 sq.ft,Super Area,96.9 Lac,Possession by Oct'23
r378545,2 BHK,989 sq.ft,Super Area,69.2 Lac,Possession by Oct'23
r378545,2 BHK,1089 sq.ft,Super Area,71.9 Lac,Possession by Oct'23
r269936,3 BHK,1590 sq.ft,Super Area,2.26 Cr,Possession by Dec'22
r269936,3 BHK,1789 sq.ft,Super Area,2.55 Cr,Possession by Dec'22
r269936,3 BHK,2134 sq.ft,Super Area,3.04 Cr,Possession by Dec'22
r269936,4 BHK,2407 sq.ft,Super Area,3.43 Cr,Possession by Dec'22
r269936,4 BHK,2600 sq.ft,Super Area,3.70 Cr,Possession by Dec'22
r418337,Penthouse,3203 sq.ft,Super Area,Price Not Available,Possession by Dec'27
r418337,Penthouse,3540 sq.ft,Super Area,Price Not Available,Possession by Dec'27
r418337,3 BHK,1800 sq.ft,Super Area,Price Not Available,Possession by Dec'27
r418337,2 BHK,999 sq.ft,Super Area,Price Not Available,Possession by Dec'27
r418337,5 BHK,3700 sq.ft,Super Area,Price Not Available,Possession by Dec'27
r418337,4 BHK,3250 sq.ft,Super Area,Price Not Available,Possession by Dec'27
r418337,4 BHK villa,4340 sq.ft,Super Area,Price Not Available,Possession by Dec'27
r274847,2 BHK,579 sq.ft,Super Area,1.19 Cr,Possession by Nov'22
r274847,2 BHK,593 sq.ft,Super Area,1.22 Cr,Possession by Nov'22
r274847,2 BHK,653 sq.ft,Super Area,1.34 Cr,Possession by Nov'22
r274847,2 BHK,660 sq.ft,Super Area,1.35 Cr,Possession by Nov'22
r274847,2 BHK,663 sq.ft,Super Area,1.36 Cr,Possession by Nov'22
r274847,2 BHK,698 sq.ft,Super Area,1.43 Cr,Possession by Nov'22
r274847,2 BHK,731 sq.ft,Super Area,1.50 Cr,Possession by Nov'22
r274847,1 BHK,481 sq.ft,Super Area,99 Lac,Possession by Nov'22
r274847,1 BHK,508 sq.ft,Super Area,1.04 Cr,Possession by Nov'22
r274847,1 BHK,519 sq.ft,Super Area,1.06 Cr,Possession by Nov'22
r13280,3 BHK,1250 sq.ft,Super Area,2.80 Cr,Possession by Feb'13
r13280,3 BHK,1500 sq.ft,Super Area,3.65 Cr,Possession by Feb'13
r13280,2 BHK,910 sq.ft,Super Area,2.27 Cr,Possession by Feb'13
r122955,2 BHK,892 sq.ft,Super Area,3.30 Cr,Possession by Jun'23
r122955,2 BHK,931 sq.ft,Super Area,3.45 Cr,Possession by Jun'23
r122955,2 BHK,1122 sq.ft,Super Area,3.45 Cr,Possession by Jun'23
r122955,2 BHK,1250 sq.ft,Super Area,3.33 Cr,Possession by Jun'23
r122955,1 BHK,764 sq.ft,Super Area,1.70 Cr,Possession by Jun'23
r133579,4 BHK,2380 sq.ft,Super Area,3.69 Cr,Possession by Dec'20
r133579,4 BHK,2416 sq.ft,Super Area,3.74 Cr,Possession by Dec'20
r133579,4 BHK,2420 sq.ft,Super Area,3.70 Cr,Possession by Dec'20
r385557,3 BHK,1387 sq.ft,Super Area,81.5 Lac,Possession by Mar'26
r385557,3 BHK,1521 sq.ft,Super Area,97.3 Lac,Possession by Mar'26
r385557,3 BHK,1755 sq.ft,Super Area,1.35 Cr,Possession by Mar'26
r385557,3 BHK,1795 sq.ft,Super Area,1.26 Cr,Possession by Mar'26
r385557,2 BHK,1077 sq.ft,Super Area,62.7 Lac,Possession by Mar'26
r385557,2 BHK,1344 sq.ft,Super Area,75.3 Lac,Possession by Mar'26
r385557,4 BHK,2402 sq.ft,Super Area,1.54 Cr,Possession by Mar'26
r29508,3 BHK,1600 sq.ft,Super Area,2.75 Cr,Possession Not Available
r29508,3 BHK,1650 sq.ft,Super Area,2.35 Cr,Possession Not Available
r29508,3 BHK,1750 sq.ft,Super Area,2.40 Cr,Possession Not Available
r433354,3 BHK,1990 sq.ft,Super Area,1.87 Cr,Possession by Dec'30
r433354,3 BHK,2397 sq.ft,Super Area,2.01 Cr,Possession by Dec'30
r433354,3 BHK,2497 sq.ft,Super Area,2.34 Cr,Possession by Dec'30
r350317,3 BHK,1500 sq.ft,Super Area,1.20 Cr,Possession by Feb'28
r350317,3 BHK,1680 sq.ft,Super Area,1.34 Cr,Possession by Feb'28
r350317,3 BHK,1795 sq.ft,Super Area,1.43 Cr,Possession by Feb'28
r350317,3 BHK,1800 sq.ft,Super Area,1.44 Cr,Possession by Feb'28
r350317,3 BHK,2025 sq.ft,Super Area,1.62 Cr,Possession by Feb'28
r350317,3 BHK,2030 sq.ft,Super Area,1.62 Cr,Possession by Feb'28
r350317,2 BHK,1270 sq.ft,Super Area,1.01 Cr,Possession by Feb'28
r350317,2 BHK,1285 sq.ft,Super Area,1.02 Cr,Possession by Feb'28
r377041,3 BHK,807 sq.ft,Super Area,2.39 Cr,Possession by Dec'28
r377041,3 BHK,1020 sq.ft,Super Area,3.02 Cr,Possession by Dec'28
r377041,3 BHK,2048 sq.ft,Super Area,6.07 Cr,Possession by Dec'28
r377041,2 BHK,656 sq.ft,Super Area,1.94 Cr,Possession by Dec'28
r377041,2 BHK,660 sq.ft,Super Area,1.95 Cr,Possession by Dec'28
r377041,2 BHK,759 sq.ft,Super Area,2.24 Cr,Possession by Dec'28
r377041,2 BHK,769 sq.ft,Super Area,2.27 Cr,Possession by Dec'28
r377041,2 BHK,772 sq.ft,Super Area,2.28 Cr,Possession by Dec'28
r377041,5 BHK,1787 sq.ft,Super Area,5.29 Cr,Possession by Dec'28
r377041,4 BHK,1320 sq.ft,Super Area,3.91 Cr,Possession by Dec'28
r377041,4 BHK,1550 sq.ft,Super Area,4.59 Cr,Possession by Dec'28
r377041,4 BHK,2530 sq.ft,Super Area,3.88 Cr,Possession by Dec'28
r377041,4 BHK,3120 sq.ft,Super Area,4.57 Cr,Possession by Dec'28
r310131,3 BHK,1544 sq.ft,Super Area,51.7 Lac,Possession by Feb'25
r310131,3 BHK,1657 sq.ft,Super Area,55.5 Lac,Possession by Feb'25
r310131,2 BHK,1267 sq.ft,Super Area,42.4 Lac,Possession by Feb'25
r310131,4 BHK,2216 sq.ft,Super Area,74.2 Lac,Possession by Feb'25
r310131,4 BHK,2255 sq.ft,Super Area,75 Lac,Possession by Feb'25
r387813,3 BHK,918 sq.ft,Super Area,3.50 Cr,Possession by Dec'26
r387813,3 BHK,1180 sq.ft,Super Area,3.41 Cr,Possession by Dec'26
r387813,3 BHK,1205 sq.ft,Super Area,3.49 Cr,Possession by Dec'26
r387813,3 BHK,1210 sq.ft,Super Area,4.85 Cr,Possession by Dec'26
r387813,3 BHK,1225 sq.ft,Super Area,4.90 Cr,Possession by Dec'26
r387813,3 BHK,1230 sq.ft,Super Area,3.56 Cr,Possession by Dec'26
r387813,3 BHK,1373 sq.ft,Super Area,3.97 Cr,Possession by Dec'26
r387813,2 BHK,750 sq.ft,Super Area,2.49 Cr,Possession by Dec'26
r387813,2 BHK,783 sq.ft,Super Area,3.40 Cr,Possession by Dec'26
r387813,4 BHK,1614 sq.ft,Super Area,6.43 Cr,Possession by Dec'26
r387813,4 BHK,1615 sq.ft,Super Area,6.43 Cr,Possession by Dec'26
r387813,4 BHK,1625 sq.ft,Super Area,6.52 Cr,Possession by Dec'26
r406643,3 BHK,1875 sq.ft,Super Area,1.72 Cr,Possession by Mar'28
r406643,2 BHK,1325 sq.ft,Super Area,1.21 Cr,Possession by Mar'28
r406643,2 BHK,1380 sq.ft,Super Area,1.26 Cr,Possession by Mar'28
r406643,2 BHK,1430 sq.ft,Super Area,1.31 Cr,Possession by Mar'28
r406643,2 BHK,1511 sq.ft,Super Area,1.39 Cr,Possession by Mar'28
r406643,4 BHK,3805 sq.ft,Super Area,3.50 Cr,Possession by Mar'28
r406643,4 BHK,3900 sq.ft,Super Area,3.58 Cr,Possession by Mar'28
r406643,4 BHK,4717 sq.ft,Super Area,4.33 Cr,Possession by Mar'28
r382885,3 BHK,1268 sq.ft,Super Area,4.95 Cr,Possession by Dec'27
r382885,2 BHK,874 sq.ft,Super Area,3.35 Cr,Possession by Dec'27
r382885,4 BHK,2500 sq.ft,Super Area,4.55 Cr,Possession by Dec'27
r382885,4 BHK,2600 sq.ft,Super Area,4.86 Cr,Possession by Dec'27
r382885,6 BHK,3200 sq.ft,Super Area,5.99 Cr,Possession by Dec'27
r8806,3 BHK,1910 sq.ft,Super Area,1.52 Cr,Possession by Dec'18
r8806,2 BHK,1100 sq.ft,Super Area,88 Lac,Possession by Dec'18
r8806,2 BHK,1250 sq.ft,Super Area,1 Cr,Possession by Dec'18
r8806,2 BHK,1380 sq.ft,Super Area,1.10 Cr,Possession by Dec'18
r8806,2 BHK,1400 sq.ft,Super Area,1.12 Cr,Possession by Dec'18
r8806,4 BHK,2290 sq.ft,Super Area,1.83 Cr,Possession by Dec'18
r8806,4 BHK,2500 sq.ft,Super Area,2 Cr,Possession by Dec'18
r1273,2 BHK,929 sq.ft,Super Area,45 Lac,Possession by Dec'16
r1273,1 BHK,601 sq.ft,Super Area,28 Lac,Possession by Dec'16
r1273,1 BHK,632 sq.ft,Super Area,31.5 Lac,Possession by Dec'16
r1273,1 BHK,647 sq.ft,Super Area,28 Lac,Possession by Dec'16
r401961,Penthouse,2922 sq.ft,Super Area,1.40 Cr,Possession by Mar'24
r401961,Penthouse,3122 sq.ft,Super Area,1.49 Cr,Possession by Mar'24
r401961,3 BHK,1571 sq.ft,Super Area,75.4 Lac,Possession by Mar'24
r401961,3 BHK,1579 sq.ft,Super Area,75.8 Lac,Possession by Mar'24
r401961,3 BHK,1667 sq.ft,Super Area,80 Lac,Possession by Mar'24
r401961,3 BHK,1785 sq.ft,Super Area,85.7 Lac,Possession by Mar'24
r401961,3 BHK,1821 sq.ft,Super Area,87.4 Lac,Possession by Mar'24
r401961,4 BHK,2338 sq.ft,Super Area,1.12 Cr,Possession by Mar'24
r401961,4 BHK,2498 sq.ft,Super Area,1.19 Cr,Possession by Mar'24
r328721,3 BHK,1509 sq.ft,Super Area,2.17 Cr,Possession by Mar'27
r328721,3 BHK,1572 sq.ft,Super Area,2.28 Cr,Possession by Mar'27
r328721,3 BHK,1937 sq.ft,Super Area,2.80 Cr,Possession by Mar'27
r328721,3 BHK,1990 sq.ft,Super Area,2.71 Cr,Possession by Mar'27
r328721,3 BHK,2048 sq.ft,Super Area,2.77 Cr,Possession by Mar'27
r328721,3 BHK,2094 sq.ft,Super Area,2.80 Cr,Possession by Mar'27
r328721,3 BHK,2095 sq.ft,Super Area,2.80 Cr,Possession by Mar'27
r328721,3 BHK,2104 sq.ft,Super Area,2.89 Cr,Possession by Mar'27
r328721,3 BHK,2147 sq.ft,Super Area,2.85 Cr,Possession by Mar'27
r328721,3 BHK,2257 sq.ft,Super Area,3.06 Cr,Possession by Mar'27
r328721,3 BHK,2490 sq.ft,Super Area,3.37 Cr,Possession by Mar'27
r328721,5 BHK,2987 sq.ft,Super Area,4.01 Cr,Possession by Mar'27
r328721,5 BHK,2988 sq.ft,Super Area,4.01 Cr,Possession by Mar'27
r328721,4 BHK,2423 sq.ft,Super Area,3.29 Cr,Possession by Mar'27
r328721,4 BHK,2490 sq.ft,Super Area,3.37 Cr,Possession by Mar'27
r328721,4 BHK,2491 sq.ft,Super Area,3.39 Cr,Possession by Mar'27
r328721,4 BHK,2633 sq.ft,Super Area,3.57 Cr,Possession by Mar'27
r328721,4 BHK,2641 sq.ft,Super Area,3.59 Cr,Possession by Mar'27
r328721,4 BHK,2642 sq.ft,Super Area,3.62 Cr,Possession by Mar'27
r328721,4 BHK,2981 sq.ft,Super Area,4.02 Cr,Possession by Mar'27
r328721,4 BHK,2987 sq.ft,Super Area,4.01 Cr,Possession by Mar'27
r328721,4 BHK,3464 sq.ft,Super Area,4.56 Cr,Possession by Mar'27
r1337,4 BHK villa,3935 sq.ft,Super Area,14 Cr,Possession by Jun'19
r1337,4 BHK villa,5900 sq.ft,Super Area,20 Cr,Possession by Jun'19
r1337,6 BHK villa,5899 sq.ft,Super Area,17.50 Cr,Possession by Jun'19
r1337,6 BHK villa,7310 sq.ft,Super Area,29 Cr,Possession by Jun'19
r875,3 BHK,1320 sq.ft,Super Area,90 Lac,Possession by Mar'20
r875,3 BHK,1620 sq.ft,Super Area,1.35 Cr,Possession by Mar'20
r875,3 BHK,1650 sq.ft,Super Area,1.32 Cr,Possession by Mar'20
r875,2 BHK,975 sq.ft,Super Area,65 Lac,Possession by Mar'20
r875,4 BHK,2250 sq.ft,Super Area,1.40 Cr,Possession by Mar'20
r435628,3 BHK,1741 sq.ft,Super Area,1.18 Cr,Possession by Nov'28
r435628,3 BHK,1743 sq.ft,Super Area,1.18 Cr,Possession by Nov'28
r435628,3 BHK,1744 sq.ft,Super Area,1.18 Cr,Possession by Nov'28
r435628,3 BHK,1787 sq.ft,Super Area,1.21 Cr,Possession by Nov'28
r435628,3 BHK,1865 sq.ft,Super Area,1.26 Cr,Possession by Nov'28
r435628,3 BHK,1894 sq.ft,Super Area,1.28 Cr,Possession by Nov'28
r435628,3 BHK,1902 sq.ft,Super Area,1.29 Cr,Possession by Nov'28
r435628,3 BHK,2080 sq.ft,Super Area,1.41 Cr,Possession by Nov'28
r435628,3 BHK,2101 sq.ft,Super Area,1.42 Cr,Possession by Nov'28
r435628,3 BHK,2118 sq.ft,Super Area,1.44 Cr,Possession by Nov'28
r435628,3 BHK,2194 sq.ft,Super Area,1.49 Cr,Possession by Nov'28
r435628,5 BHK,5060 sq.ft,Super Area,3.44 Cr,Possession by Nov'28
r435628,4 BHK,2390 sq.ft,Super Area,1.62 Cr,Possession by Nov'28
r435628,4 BHK,2440 sq.ft,Super Area,1.65 Cr,Possession by Nov'28
r435628,4 BHK,2500 sq.ft,Super Area,1.70 Cr,Possession by Nov'28
r435628,4 BHK,2900 sq.ft,Super Area,1.97 Cr,Possession by Nov'28
r406623,2 BHK,710 sq.ft,Super Area,Price Not Available,Possession by Dec'26
r406623,2 BHK,715 sq.ft,Super Area,1.36 Cr,Possession by Dec'26
r406623,2 BHK,729 sq.ft,Super Area,1.39 Cr,Possession by Dec'26
r406623,2 BHK,752 sq.ft,Super Area,1.43 Cr,Possession by Dec'26
r406623,2 BHK,771 sq.ft,Super Area,1.47 Cr,Possession by Dec'26
r64270,3 BHK,1628 sq.ft,Super Area,87 Lac,Possession by Mar'15
r64270,3 BHK,1640 sq.ft,Super Area,93 Lac,Possession by Mar'15
r64270,2 BHK,1118 sq.ft,Super Area,63 Lac,Possession by Mar'15
r64270,2 BHK,1207 sq.ft,Super Area,70 Lac,Possession by Mar'15
r64270,2 BHK,1214 sq.ft,Super Area,80 Lac,Possession by Mar'15
