District Name,Project Name,Project Type,Promoter Name,Application No.,Registration No.,Actions,chec_regno
Jaipur,CEDAR LUXURIA,GROUP HOUSING,Grandiose Buildteck Pvt. Ltd.,RAJ-RERA-APP-P-2017-693,RAJ/P/2017/416 (06/11/2017),View,RAJ_P_2017_416 (06_11_2017)
Jaipur,IS Paradise,GROUP HOUSING,Astral Buildwell LLP,RAJ-RERA-APP-P-2017-697,RAJ/P/2017/385 (26/10/2017),View,RAJ_P_2017_385 (26_10_2017)
Bhilwara,Shivansh Trade Park,Commercial,SATYAM PROPERTIES,RAJ-RERA-APP-P-2017-690,RAJ/P/2018/590 (03/01/2018),View,RAJ_P_2018_590 (03_01_2018)
Jaipur,M D Heights,GROUP HOUSING,S R Builders and Developers,RAJ-RERA-APP-P-2017-692,RAJ/P/2017/369 (18/10/2017),View,RAJ_P_2017_369 (18_10_2017)
Kota,Guru Govind Residency Block A,GROUP HOUSING,Shubham Buildcon,RAJ-RERA-APP-P-2017-681,RAJ/P/2017/424 (08/11/2017),View,RAJ_P_2017_424 (08_11_2017)
Kota,ning Guru Govind Residency Block B,GROUP HOUSING,Shubham Buildcon,RAJ-RERA-APP-P-2017-680,RAJ/P/2017/425 (08/11/2017),View,RAJ_P_2017_425 (08_11_2017)
Jaipur,EMINENT TOWERS,GROUP HOUSING,Arihant prime Developers Pvt Ltd,RAJ-RERA-APP-P-2017-675,RAJ/P/2017/253 (29/09/2017),View,RAJ_P_2017_253 (29_09_2017)
Sirohi,Chandrawal Flats,GROUP HOUSING,KAILASH PROPERTIES,RAJ-RERA-APP-P-2017-679,RAJ/P/2017/546 (14/12/2017),View,RAJ_P_2017_546 (14_12_2017)
Jaipur,MIRUS AMPLE,GROUP HOUSING,MIRUS INFRASTRUCTURE PRIVATE LIMITED,RAJ-RERA-APP-P-2017-678,RAJ/P/2017/359 (17/10/2017),View,RAJ_P_2017_359 (17_10_2017)
Jaipur,PINK PRIDE-The Suites,GROUP HOUSING,unimaxe buildestate pvt ltd,RAJ-RERA-APP-P-2017-683,RAJ/P/2017/585 (28/12/2017),View,RAJ_P_2017_585 (28_12_2017)
Udaipur,SAMBHAV APARTMENT (EWS/LIG),GROUP HOUSING,SAMBHAVNATH COMPLEX LIMITED,RAJ-RERA-APP-P-2017-666,RAJ/P/2017/386 (26/10/2017),View,RAJ_P_2017_386 (26_10_2017)
Udaipur,Unique Sampada,GROUP HOUSING,Unique Builders Ganesh,RAJ-RERA-APP-P-2017-663,RAJ/P/2017/494 (06/12/2017),View,RAJ_P_2017_494 (06_12_2017)
Jaipur,Unique Vidhyadeep,GROUP HOUSING,D C Agarwala and Co Pvt Ltd,RAJ-RERA-APP-P-2017-662,RAJ/P/2017/201 (19/09/2017),View,RAJ_P_2017_201 (19_09_2017)
Kota,SKYPARK,Mixed (Residential And Commercial),SUNPRIME INFRATECH PVT LTD,RAJ-RERA-APP-P-2017-656,RAJ/P/2017/387 (27/10/2017),View,RAJ_P_2017_387 (27_10_2017)
Jaipur,SSBC SU-PREM,GROUP HOUSING,SSBC REALESTATE PRIVATE LIMITED,RAJ-RERA-APP-P-2017-647,RAJ/P/2017/227 (27/09/2017),View,RAJ_P_2017_227 (27_09_2017)
Sri Ganganagar,Shree Residency,GROUP HOUSING,VASUDEV AFFORDABLE HOMES LLP,RAJ-RERA-APP-P-2017-646,RAJ/P/2017/382 (25/10/2017),View,RAJ_P_2017_382 (25_10_2017)
Bikaner,MANGLAM GREEN'S RESIDENCY PART B,GROUP HOUSING,MANGLAM BUILD DEVELOPERS LIMITED,RAJ-RERA-APP-P-2017-645,RAJ/P/2017/317 (10/10/2017),View,RAJ_P_2017_317 (10_10_2017)
Jaipur,SUDARSHAN ENCLAVE,GROUP HOUSING,HAMSA BUILDERS DEVELOPERS LLP,RAJ-RERA-APP-P-2017-633,RAJ/P/2017/540 (13/12/2017),View,RAJ_P_2017_540 (13_12_2017)
Jaipur,Pari Residency,GROUP HOUSING,AKG Affordable Housing Pvt Ltd,RAJ-RERA-APP-P-2017-628,RAJ/P/2017/105 (29/08/2017),View,RAJ_P_2017_105 (29_08_2017)
Jaipur,THE ELEGANCE,GROUP HOUSING,SSBC REALESTATE PRIVATE LIMITED,RAJ-RERA-APP-P-2017-624,RAJ/P/2017/226 (27/09/2017),View,RAJ_P_2017_226 (27_09_2017)
Jaipur,Unique Emporia,GROUP HOUSING,MANTRA LIFESTYLE HOMES PRIVATE LIMITED,RAJ-RERA-APP-P-2017-629,RAJ/P/2017/097 (28/08/2017),View,RAJ_P_2017_097 (28_08_2017)
Kota,SHREENATH RESIDENCY BLOCK -B,Mixed (Residential And Commercial),SHREENATH DREAM REALCON PRIVATE LIMITED,RAJ-RERA-APP-P-2017-626,RAJ/P/2018/611 (17/01/2018),View,RAJ_P_2018_611 (17_01_2018)
Jaipur,AASTHA RESIDENCY,GROUP HOUSING,AASTHA BUILDHOME DEVELOPERS PVT LTD,RAJ-RERA-APP-P-2017-614,RAJ/P/2017/375 (24/10/2017),View,RAJ_P_2017_375 (24_10_2017)
Pali,Aasan Homes,GROUP HOUSING,Anahat Realities,RAJ-RERA-APP-P-2017-619,RAJ/P/2017/223 (25/09/2017),View,RAJ_P_2017_223 (25_09_2017)
Jaipur,UDAY GREENS,GROUP HOUSING,UDAY RESIDENCY PRIVATE LIMITED,RAJ-RERA-APP-P-2017-607,RAJ/P/2017/062 (18/08/2017),View,RAJ_P_2017_062 (18_08_2017)
Kota,MERIDIAN HEIGHTS,GROUP HOUSING,PRANAY INFRA BUILD P L,RAJ-RERA-APP-P-2017-605,RAJ/P/2017/164 (08/09/2017),View,RAJ_P_2017_164 (08_09_2017)
Kota,SUWALKA RIDDHI SIDDHI RESIDENCY,Mixed (Residential And Commercial),SUWALKA AND SUWALKA PROPERTIES AND BUILDERS PRIVATE LIMITED,RAJ-RERA-APP-P-2017-602,RAJ/P/2017/169 (11/09/2017),View,RAJ_P_2017_169 (11_09_2017)
Jaipur,AURIC CITY HOMES,GROUP HOUSING,AURIC INFRATECH PRIVATE LIMITED,RAJ-RERA-APP-P-2017-599,RAJ/P/2017/139 (04/09/2017),View,RAJ_P_2017_139 (04_09_2017)
Kota,SWARAJ,GROUP HOUSING,Aditya Housing,RAJ-RERA-APP-P-2017-594,RAJ/P/2017/309 (09/10/2017),View,RAJ_P_2017_309 (09_10_2017)
Jaipur,AASRA,GROUP HOUSING,SAMANVAY BUILDHOME,RAJ-RERA-APP-P-2017-600,RAJ/P/2017/188 (19/09/2017),View,RAJ_P_2017_188 (19_09_2017)
Jaipur,SHREE GORDHAN HEIGHTS,GROUP HOUSING,GORDHAN DEVELOPERS,RAJ-RERA-APP-P-2017-590,RAJ/P/2017/245 (27/09/2017),View,RAJ_P_2017_245 (27_09_2017)
Dausa,ANURAJ RESIDENCY,Mixed (Residential And Commercial),ANURAJ BUILDERS AND DEVELOPERS LLP,RAJ-RERA-APP-P-2017-582,RAJ/P/2017/276 (03/10/2017),View,RAJ_P_2017_276 (03_10_2017)
Alwar,Genesis Sky Heights,GROUP HOUSING,SWASTIK HOMEBUILD PRIVATE LIMITED,RAJ-RERA-APP-P-2017-593,RAJ/P/2017/072 (22/08/2017),View,RAJ_P_2017_072 (22_08_2017)
Hanumangarh,SHUBH LAXMI,GROUP HOUSING,Heaven and Homes Developers LLP,RAJ-RERA-APP-P-2017-588,RAJ/P/2017/145 (05/09/2017),View,RAJ_P_2017_145 (05_09_2017)
Jodhpur,PANDIT DEENDAYAL UPADHAYAY VIHAR,PLOTTED,JODHPUR DEVELOPMENT AUTHORITY,RAJ-RERA-APP-P-2017-585,RAJ/P/2017/184 (15/09/2017),View,RAJ_P_2017_184 (15_09_2017)
Jodhpur,GANGA VIHAR YOJANA,PLOTTED,JODHPUR DEVELOPMENT AUTHORITY,RAJ-RERA-APP-P-2017-586,RAJ/P/2017/183 (15/09/2017),View,RAJ_P_2017_183 (15_09_2017)
Jodhpur,PANDIT DEENDAYAL UPADHAYAY VIHAR,PLOTTED,JODHPUR DEVELOPMENT AUTHORITY,RAJ-RERA-APP-P-2017-585,RAJ/P/2017/184 (15/09/2017),View,RAJ_P_2017_184 (15_09_2017)
Alwar,MANGLAM RESIDENCY,GROUP HOUSING,SHREE TIRUPATI DEVELOPERS,RAJ-RERA-APP-P-2017-578,RAJ/P/2017/278 (03/10/2017),View,RAJ_P_2017_278 (03_10_2017)
Jodhpur,Ashiana Dwarka EWS/ LIG,GROUP HOUSING,Ashiana Housing Limited,RAJ-RERA-APP-P-2017-589,RAJ/P/2017/436 (14/11/2017),View,RAJ_P_2017_436 (14_11_2017)
Jaipur,Felicity Irene Usha Tower,GROUP HOUSING,Felicity Projects Pvt. Ltd,RAJ-RERA-APP-P-2017-567,RAJ/P/2017/119 (30/08/2017),View,RAJ_P_2017_119 (30_08_2017)
Jaipur,Felicity Roongtas Aventura,GROUP HOUSING,Felicity Projects Pvt. Ltd,RAJ-RERA-APP-P-2017-568,RAJ/P/2017/120 (30/08/2017),View,RAJ_P_2017_120 (30_08_2017)
Bikaner,MANGLAM GREEN'S RESIDENCY PART A,GROUP HOUSING,MANGLAM BUILD DEVELOPERS LIMITED,RAJ-RERA-APP-P-2017-569,RAJ/P/2017/316 (10/10/2017),View,RAJ_P_2017_316 (10_10_2017)
Jhunjhunu,MANGLAM RESIDENCY- JHUNJHUNU,GROUP HOUSING,MANGLAM BUILD DEVELOPERS LIMITED,RAJ-RERA-APP-P-2017-566,RAJ/P/2017/330 (12/10/2017),View,RAJ_P_2017_330 (12_10_2017)
Jaipur,SKY-25,GROUP HOUSING,Riddhi Siddhi Infraprojects Private Limited,RAJ-RERA-APP-P-2017-560,RAJ/P/2017/307 (09/10/2017),View,RAJ_P_2017_307 (09_10_2017)
Udaipur,GOKUL BLISS,Mixed (Residential And Commercial),GULSHAN REALTORS PRIVATE LIMITED,RAJ-RERA-APP-P-2017-555,RAJ/P/2017/558 (20/12/2017),View,RAJ_P_2017_558 (20_12_2017)
Jaipur,CORAL RADHA KRISHNA,GROUP HOUSING,CORAL INFRAGOLD PRIVATE LIMITED,RAJ-RERA-APP-P-2017-545,RAJ/P/2017/500 (07/12/2017),View,RAJ_P_2017_500 (07_12_2017)
Jaipur,Pallacia,GROUP HOUSING,Om Metals Consortium Private Limited,RAJ-RERA-APP-P-2017-550,RAJ/P/2017/399 (31/10/2017),View,RAJ_P_2017_399 (31_10_2017)
Udaipur,SUGANDH APARTMENT,Mixed (Residential And Commercial),Mahendra Kothari,RAJ-RERA-APP-P-2017-547,RAJ/P/2017/578 (27/12/2017),View,RAJ_P_2017_578 (27_12_2017)
Jaipur,IMPERIA GRANDE,GROUP HOUSING,SHRI KRIPA AND PANCHWATI BUILD ASSOCIATE LLP,RAJ-RERA-APP-P-2017-551,RAJ/P/2017/177 (14/09/2017),View,RAJ_P_2017_177 (14_09_2017)
Jaipur,Shiv Sarovar,GROUP HOUSING,Shivshakti Realhome Private Limited,RAJ-RERA-APP-P-2017-558,RAJ/P/2017/117 (30/08/2017),View,RAJ_P_2017_117 (30_08_2017)
Kota,Om Green Meadows,GROUP HOUSING,Om metals Infraprojects ltd,RAJ-RERA-APP-P-2017-549,RAJ/P/2017/323 (10/10/2017),View,RAJ_P_2017_323 (10_10_2017)
Alwar,Shri Krishna Residency,GROUP HOUSING,Shekhar Home Developers,RAJ-RERA-APP-P-2017-559,RAJ/P/2017/271 (03/10/2017),View,RAJ_P_2017_271 (03_10_2017)
Bikaner,TIRUPATI APARTMENTS,GROUP HOUSING,KHAKHI BABA BUILDCON PRIVATE LIMITED,RAJ-RERA-APP-P-2017-548,RAJ/P/2017/466 (22/11/2017),View,RAJ_P_2017_466 (22_11_2017)
Sikar,Shree Radha Aangan,PLOTTED,Shree Govind Kripa Builders and Developers,RAJ-RERA-APP-P-2017-546,RAJ/P/2017/079 (24/08/2017),View,RAJ_P_2017_079 (24_08_2017)
Jaipur,Gurupragya Sumeru,GROUP HOUSING,Guru Kripa Buildhome Private Limited,RAJ-RERA-APP-P-2017-504,RAJ/P/2017/138 (04/09/2017),View,RAJ_P_2017_138 (04_09_2017)
Jaipur,Panorama Greens,GROUP HOUSING,SHREE SHYAM KRIPA ENTERPRISES,RAJ-RERA-APP-P-2017-484,RAJ/P/2017/259 (29/09/2017),View,RAJ_P_2017_259 (29_09_2017)
Jaipur,GARIMA CITY,PLOTTED,Abhimanyu Arora,RAJ-RERA-APP-P-2017-369,RAJ/P/2017/255 (29/09/2017),View,RAJ_P_2017_255 (29_09_2017)
Alwar,SANSKAR RESIDENCY,PLOTTED,Mgi Infratech Private Limited,RAJ-RERA-APP-P-2017-353,RAJ/P/2017/440 (16/11/2017),View,RAJ_P_2017_440 (16_11_2017)
Ajmer,SUSHANT CITY AJMER PHASE-IV,PLOTTED,ANSAL PROPERTIES AND INFRASTRUCTURE LIMITED,RAJ-RERA-APP-P-2017-394,RAJ/P/2017/126 (30/08/2017),View,RAJ_P_2017_126 (30_08_2017)
Ajmer,"SUSHANT PLAZA, AJMER",Commercial,ANSAL PROPERTIES AND INFRASTRUCTURE LIMITED,RAJ-RERA-APP-P-2017-395,RAJ/P/2017/283 (04/10/2017),View,RAJ_P_2017_283 (04_10_2017)
Ajmer,SUSHANT CITY AJMER PHASE-III,PLOTTED,ANSAL PROPERTIES AND INFRASTRUCTURE LIMITED,RAJ-RERA-APP-P-2017-393,RAJ/P/2017/282 (04/10/2017),View,RAJ_P_2017_282 (04_10_2017)
Jodhpur,"ANAND LOK AT SUSHANT CITY, BHAKRASANI",PLOTTED,ANSAL PROPERTIES AND INFRASTRUCTURE LIMITED,RAJ-RERA-APP-P-2017-396,RAJ/P/2017/182 (15/09/2017),View,RAJ_P_2017_182 (15_09_2017)
Jaipur,Radiant casa,GROUP HOUSING,GRAND PINKCITY INFRA PROJECT,RAJ-RERA-APP-P-2017-532,RAJ/P/2017/232 (27/09/2017),View,RAJ_P_2017_232 (27_09_2017)
Jaipur,MAYFAIR HEIGHTS,Mixed (Residential And Commercial),JAIPUR LANDMARK PRIVATE LIMITED,RAJ-RERA-APP-P-2017-485,RAJ/P/2017/249 (29/09/2017),View,RAJ_P_2017_249 (29_09_2017)
Udaipur,DREAM APARTMENT,GROUP HOUSING,DREAM ARCHI INFRASTRUCTURE,RAJ-RERA-APP-P-2017-431,RAJ/P/2017/511 (11/12/2017),View,RAJ_P_2017_511 (11_12_2017)
Bhilwara,ANUKAMPA SKY DECK TOWER A,GROUP HOUSING,BSR ENTERPRISES,RAJ-RERA-APP-P-2017-400,RAJ/P/2017/273 (03/10/2017),View,RAJ_P_2017_273 (03_10_2017)
Bhilwara,ANUKAMPA SKY DECK TOWER B,GROUP HOUSING,BSR ENTERPRISES,RAJ-RERA-APP-P-2017-417,RAJ/P/2017/274 (03/10/2017),View,RAJ_P_2017_274 (03_10_2017)
Jaipur,Radiant casa,GROUP HOUSING,GRAND PINKCITY INFRA PROJECT,RAJ-RERA-APP-P-2017-532,RAJ/P/2017/232 (27/09/2017),View,RAJ_P_2017_232 (27_09_2017)
Jaipur,GARIMA CITY,PLOTTED,Abhimanyu Arora,RAJ-RERA-APP-P-2017-369,RAJ/P/2017/255 (29/09/2017),View,RAJ_P_2017_255 (29_09_2017)
Alwar,SANSKAR RESIDENCY,PLOTTED,Mgi Infratech Private Limited,RAJ-RERA-APP-P-2017-353,RAJ/P/2017/440 (16/11/2017),View,RAJ_P_2017_440 (16_11_2017)
Jodhpur,Ashiana Dwarka Phase II,GROUP HOUSING,Ashiana Housing Limited,RAJ-RERA-APP-P-2017-528,RAJ/P/2017/125 (30/08/2017),View,RAJ_P_2017_125 (30_08_2017)
Alwar,Terra Elegance,GROUP HOUSING,Elegent Infrastructure Pvt Ltd,RAJ-RERA-APP-P-2017-535,RAJ/P/2017/158 (06/09/2017),View,RAJ_P_2017_158 (06_09_2017)
Alwar,Neemrana County Phase 2,GROUP HOUSING,Neemrana Estate Pvt Ltd,RAJ-RERA-APP-P-2017-505,RAJ/P/2017/314 (10/10/2017),View,RAJ_P_2017_314 (10_10_2017)
Alwar,Neemrana County Phase 3,GROUP HOUSING,Neemrana Estate Pvt Ltd,RAJ-RERA-APP-P-2017-507,RAJ/P/2017/315 (10/10/2017),View,RAJ_P_2017_315 (10_10_2017)
Alwar,Neemrana County Phase 1,GROUP HOUSING,Neemrana Estate Pvt Ltd,RAJ-RERA-APP-P-2017-506,RAJ/P/2017/313 (10/10/2017),View,RAJ_P_2017_313 (10_10_2017)
Alwar,Breeze Homes Phase 1,GROUP HOUSING,Fairwealth Housing Pvt Ltd,RAJ-RERA-APP-P-2017-389,RAJ/P/2017/070 (22/08/2017),View,RAJ_P_2017_070 (22_08_2017)
Kota,Shubh Atlantis,GROUP HOUSING,SUMANGALAM DEVELOPERS,RAJ-RERA-APP-P-2017-425,RAJ/P/2017/127 (30/08/2017),View,RAJ_P_2017_127 (30_08_2017)
Jaipur,Manorama Heights,GROUP HOUSING,SHRI HARI GROUP,RAJ-RERA-APP-P-2017-371,RAJ/P/2017/147 (05/09/2017),View,RAJ_P_2017_147 (05_09_2017)
Kota,SWARAJ B-BLOCK,PLOTTED,MAHAVEER PRASAD NAYAK,RAJ-RERA-APP-P-2017-533,RAJ/P/2017/289 (06/10/2017),View,RAJ_P_2017_289 (06_10_2017)
Jaipur,Viva Heights,Mixed (Residential And Commercial),JAIPUR BUILDFARMS PRIVATE LIMITED,RAJ-RERA-APP-P-2017-453,RAJ/P/2017/250 (29/09/2017),View,RAJ_P_2017_250 (29_09_2017)
Alwar,EWS-LIG in Townone,GROUP HOUSING,VVA Developers Pvt Ltd,RAJ-RERA-APP-P-2017-468,RAJ/P/2017/129 (30/08/2017),View,RAJ_P_2017_129 (30_08_2017)
Alwar,Aspen Heights-I in Townone,GROUP HOUSING,VVA Developers Pvt Ltd,RAJ-RERA-APP-P-2017-469,RAJ/P/2017/123 (30/08/2017),View,RAJ_P_2017_123 (30_08_2017)
Kota,CHANDRA VILLA,PLOTTED,CHANDRA REALTY,RAJ-RERA-APP-P-2017-374,RAJ/P/2017/159 (06/09/2017),View,RAJ_P_2017_159 (06_09_2017)
Jaipur,Kedia Z Capital,PLOTTED,Kedia Landmark LLP,RAJ-RERA-APP-P-2017-471,RAJ/P/2017/165 (11/09/2017),View,RAJ_P_2017_165 (11_09_2017)
Jaipur,Samriddhi,GROUP HOUSING,AXIS ROYAL REAL ESATE LLP,RAJ-RERA-APP-P-2017-486,RAJ/P/2017/261 (29/09/2017),View,RAJ_P_2017_261 (29_09_2017)
Jaipur,EVOQ,GROUP HOUSING,RADHAKRISHNA BUILDTECH PRIVATE LIMITED,RAJ-RERA-APP-P-2017-428,RAJ/P/2017/252 (29/09/2017),View,RAJ_P_2017_252 (29_09_2017)
Jaipur,CORAL STUDIO 2 phase 2,GROUP HOUSING,RADHAKRISHNA BUILDTECH PRIVATE LIMITED,RAJ-RERA-APP-P-2017-529,RAJ/P/2017/426 (09/11/2017),View,RAJ_P_2017_426 (09_11_2017)
Jaipur,PADAM PRIME,Mixed (Residential And Commercial),JAIPUR INVESTMENT LIMITED,RAJ-RERA-APP-P-2017-402,RAJ/P/2017/287 (05/10/2017),View,RAJ_P_2017_287 (05_10_2017)
Udaipur,ARCHI PARADISE D BLOCK,GROUP HOUSING,ARCHI BUILDMART PRIVATE LIMITED,RAJ-RERA-APP-P-2017-411,RAJ/P/2017/460 (17/11/2017),View,RAJ_P_2017_460 (17_11_2017)
Kota,SWARAJ B-BLOCK,PLOTTED,MAHAVEER PRASAD NAYAK,RAJ-RERA-APP-P-2017-533,RAJ/P/2017/289 (06/10/2017),View,RAJ_P_2017_289 (06_10_2017)
Jaipur,Viva Heights,Mixed (Residential And Commercial),JAIPUR BUILDFARMS PRIVATE LIMITED,RAJ-RERA-APP-P-2017-453,RAJ/P/2017/250 (29/09/2017),View,RAJ_P_2017_250 (29_09_2017)
Alwar,EWS / LIG - COSMOS GREENS,GROUP HOUSING,COSMOS INFRA ENGINEERING INDIA PVT LTD,RAJ-RERA-APP-P-2017-465,RAJ/P/2017/163 (08/09/2017),View,RAJ_P_2017_163 (08_09_2017)
Alwar,EWS-LIG in Townone,GROUP HOUSING,VVA Developers Pvt Ltd,RAJ-RERA-APP-P-2017-468,RAJ/P/2017/129 (30/08/2017),View,RAJ_P_2017_129 (30_08_2017)
Alwar,Aspen Heights-I in Townone,GROUP HOUSING,VVA Developers Pvt Ltd,RAJ-RERA-APP-P-2017-469,RAJ/P/2017/123 (30/08/2017),View,RAJ_P_2017_123 (30_08_2017)
Kota,CHANDRA VILLA,PLOTTED,CHANDRA REALTY,RAJ-RERA-APP-P-2017-374,RAJ/P/2017/159 (06/09/2017),View,RAJ_P_2017_159 (06_09_2017)
Jaipur,Kedia Z Capital,PLOTTED,Kedia Landmark LLP,RAJ-RERA-APP-P-2017-471,RAJ/P/2017/165 (11/09/2017),View,RAJ_P_2017_165 (11_09_2017)
Jaipur,Samriddhi,GROUP HOUSING,AXIS ROYAL REAL ESATE LLP,RAJ-RERA-APP-P-2017-486,RAJ/P/2017/261 (29/09/2017),View,RAJ_P_2017_261 (29_09_2017)
Kota,PARSHVNATH PURAM BLOCK B,PLOTTED,NARENDRA KHANDELWAL,RAJ-RERA-APP-P-2017-496,RAJ/P/2017/185 (15/09/2017),View,RAJ_P_2017_185 (15_09_2017)
Alwar,KRISH CITY HEIGHTS (BLOCK-1),GROUP HOUSING,CARNATION DEVELOPERS PRIVATE LIMITED,RAJ-RERA-APP-P-2017-530,RAJ/P/2018/761 (14/06/2018),View,RAJ_P_2018_761 (14_06_2018)
Jaipur,Vedanta,GROUP HOUSING,Renaissance Buildhome Pvt Ltd.,RAJ-RERA-APP-P-2017-380,RAJ/P/2017/234 (27/09/2017),View,RAJ_P_2017_234 (27_09_2017)
Jaipur,ROYAL RESIDENCY PHASE 2,PLOTTED,GOKUL KRIPA COLONIZERS AND DEVELOPERS PVT. LTD.,RAJ-RERA-APP-P-2017-378,RAJ/P/2017/394 (27/10/2017),View,RAJ_P_2017_394 (27_10_2017)
Jaipur,Royal Essence,GROUP HOUSING,Ridhi Sidhi Prime Builders,RAJ-RERA-APP-P-2017-522,RAJ/P/2017/136 (04/09/2017),View,RAJ_P_2017_136 (04_09_2017)
Jaipur,Green Meadows,GROUP HOUSING,MODEST INFRA LIMITED,RAJ-RERA-APP-P-2017-364,RAJ/P/2017/200 (19/09/2017),View,RAJ_P_2017_200 (19_09_2017)
Ajmer,OKAY PLUS SNEHAM,GROUP HOUSING,Okay Plus Builders LLP,RAJ-RERA-APP-P-2017-475,RAJ/P/2017/349 (16/10/2017),View,RAJ_P_2017_349 (16_10_2017)
Jaipur,Bony Dreams,GROUP HOUSING,Bony Buildtec Pvt Ltd,RAJ-RERA-APP-P-2017-510,RAJ/P/2017/450 (17/11/2017),View,RAJ_P_2017_450 (17_11_2017)
Alwar,WONDER KUTUMB,GROUP HOUSING,SAAGAR BUILD ESTATE PRIVATE LIMITED,RAJ-RERA-APP-P-2017-384,RAJ/P/2017/224 (18/11/2021),View,RAJ_P_2017_224 (18_11_2021)
Udaipur,CORAL SHUBH NIWAS,GROUP HOUSING,CORAL INFRAGOLD PRIVATE LIMITED,RAJ-RERA-APP-P-2017-538,RAJ/P/2017/461 (20/11/2017),View,RAJ_P_2017_461 (20_11_2017)
Alwar,The Essentia Phase II,GROUP HOUSING,Star Raison Landmarks,RAJ-RERA-APP-P-2017-526,RAJ/P/2018/728 (18/05/2018),View,RAJ_P_2018_728 (18_05_2018)
Jaipur,Vivacity Mall,Commercial,Vivacity Mall Private Limited,RAJ-RERA-APP-P-2017-470,RAJ/P/2018/651 (28/02/2018),View,RAJ_P_2018_651 (28_02_2018)
